"id","sex","grade","school","class_id","condition","status","age_mths","ed_level","esp_fl","foreign_born","activity","name","time","attendence","total_points_pre","fwd_att_pre","bwd_att_pre","total_points_post","fwd_att_post","bwd_att_post","nih_score_overall_pre","nih_score_hearts_pre","nih_score_flowers_pre","nih_score_mixed_pre","nih_score_overall_57_pre","ies_hearts_pre","ies_flowers_pre","ies_mixed_pre","ies_overall_pre","hnf_total_pre","score_hearts_pre","score_flowers_pre","score_heart_flowers_pre","time_seconds_hearts_pre","time_seconds_flowers_pre","time_seconds_heart_flowers_pre","total_time_pre","acc_prop_hearts_pre","acc_prop_flowers_pre","acc_prop_mixed_pre","acc_prop_overall_pre","rt_mean_hearts_pre","rt_mean_flowers_pre","rt_mean_mixed_pre","rt_mean_overall_pre","rt_sd_hearts_pre","rt_sd_flowers_pre","rt_sd_mixed_pre","rt_sd_overall_pre","nih_score_overall_post","nih_score_hearts_post","nih_score_flowers_post","nih_score_mixed_post","nih_score_overall_57_post","ies_hearts_post","ies_flowers_post","ies_mixed_post","ies_overall_post","hnf_total_post","score_hearts_post","score_flowers_post","score_heart_flowers_post","time_seconds_hearts_post","time_seconds_flowers_post","time_seconds_heart_flowers_post","total_time_post","acc_prop_hearts_post","acc_prop_flowers_post","acc_prop_mixed_post","acc_prop_overall_post","acc_prop_overall_gain","rt_mean_hearts_post","rt_mean_flowers_post","rt_mean_mixed_post","rt_mean_overall_post","rt_sd_hearts_post","rt_sd_flowers_post","rt_sd_mixed_post","rt_sd_overall_post","dccs_tv_score_pre","dccs_mean_acc_pre","dccs_mean_rt_pre","dccs_tv_score_post","dccs_mean_acc_post","dccs_mean_rt_post","precalc_puntaje_total_pre","precalc_puntaje_ambito_1_pre","precalc_puntaje_ambito_2_pre","precalc_puntaje_ambito_3_pre","precalc_puntaje_total_post","precalc_puntaje_ambito_1_post","precalc_puntaje_ambito_2_post","precalc_puntaje_ambito_3_post","tejas_puntaje_total_pre","tejas_puntaje_ambito_1_pre","tejas_puntaje_ambito_2_pre","tejas_puntaje_ambito_3_pre","tejas_puntaje_ambito_4_pre","tejas_puntaje_ambito_5_pre","tejas_puntaje_ambito_6_pre","tejas_puntaje_ambito_7_pre","tejas_puntaje_ambito_letra_pre","tejas_puntaje_total_post","tejas_puntaje_ambito_1_post","tejas_puntaje_ambito_2_post","tejas_puntaje_ambito_3_post","tejas_puntaje_ambito_4_post","tejas_puntaje_ambito_5_post","tejas_puntaje_ambito_6_post","tejas_puntaje_ambito_7_post","tejas_puntaje_ambito_letra_post","gain_corsi","gain_hnf_overall","gain_hnf_hearts","gain_hnf_flowers","gain_hnf_mixed","gain_hnf_57","gain_hnf_ies","gain_dccs","gain_precalc","gain_tejas","z_gain_corsi","z_gain_hnf_overall","z_gain_hnf_57","z_gain_hnf_ies","z_gain_dccs","z_gain_precalc","z_gain_tejas","condition2","cond_grade","cond_grade2"
"ctl2k09","F","kinder","school5","school5_kinder","control_2","participant",71.7,3,FALSE,FALSE,FALSE,NA,NA,0,3,3,0,2,3,0,5.40046848925774,7.5826560061608,6.64905249191545,1.96969696969697,3.07017543859649,1202.83333333333,1533.96,3459.33727810651,2065.37687047995,40,12,10,18,14434,16783,49910,81127,1,0.833333333333333,0.545454545454545,0.701754385964912,1202.83333333333,1398.58333333333,1512.42424242424,1423.28070175439,125.345945529188,371.386948009102,461.354664974724,408.697834346475,6.47444405134543,6.37083534306667,6.81943180417761,6.23306500679201,6.33289327054473,1664.72727272727,1500.84,1785.66198979592,1650.4097541744,49,11,10,28,17247,15330,52094,84671,0.916666666666667,0.833333333333333,0.848484848484849,0.859649122807018,0.157894736842105,1437.25,1277.5,1578.60606060606,1485.45614035088,384.034829149649,231.116066866058,302.047796237816,326.302230092607,5.98873781296579,0.916666666666667,1890.81818181818,6.09701575694296,0.916666666666667,1762.81818181818,44,10,21,13,52,13,18,21,33,9,5,6,3,1,5,4,7,35,8,5,7,6,1,5,3,8,-1,1.07397556208769,-1.21182066309414,0.170379312262162,4.26336803709504,3.26271783194823,-414.96711630555,0.108277943977167,8,2,-0.867193099375557,0.462344709856694,1.94930968101386,-0.147077772174873,-0.225108383608183,0.407552265758572,-0.472196563119046,"control","control_2_kinder","control_kinder"
"ctl2k10","M","kinder","school5","school5_kinder","control_2","participant",76.3333333333333,2,FALSE,FALSE,TRUE,"sports",90,0,0,3,0,1,3,0,2.61363636363636,2.5,2.91666666666667,2.42424242424242,2.54385964912281,2611,1786.85714285714,2439.55078125,2279.13597470238,29,6,7,16,14539,16254,46381,77174,0.5,0.583333333333333,0.484848484848485,0.508771929824561,1211.58333333333,1354.5,1405.48484848485,1353.9298245614,724.351428813558,777.925271007908,529.960972691157,623.164758644165,2.15909090909091,2.08333333333333,3.33333333333333,1.06060606060606,1.75438596491228,3524.64,1916.625,5616.0612244898,3685.77540816327,20,5,8,7,16327,17461,47572,81360,0.416666666666667,0.666666666666667,0.212121212121212,0.350877192982456,-0.157894736842105,1360.58333333333,1455.08333333333,1441.57575757576,1427.36842105263,681.905013157769,454.203690456432,600.329806767863,582.272629799421,3.75,0.75,3092.66666666667,5.02456570423579,0.875,2705.09523809524,47,12,17,18,47,12,17,18,11,3,3,5,0,0,0,0,5,12,2,0,6,1,1,1,1,7,1,-0.454545454545455,-0.416666666666667,0.416666666666667,-1.36363636363636,-0.789473684210526,1406.63943346088,1.27456570423579,0,1,-0.293201244690484,-0.738040367982538,-0.8666707879389,1.75295989567567,0.63332648565442,-0.557531499557726,-0.591535858442849,"control","control_2_kinder","control_kinder"
"ctl2k11","M","kinder","school5","school5_kinder","control_2","participant",76.3333333333333,2,FALSE,FALSE,TRUE,"sports",90,0,0,3,0,2,1,0,3.59970408549233,6.82183952920425,2.91666666666667,1.06060606060606,2.10526315789474,1385.16,1780.16326530612,5787.12244897959,2984.14857142857,27,10,9,8,16473.926,18357.2,47002.34,81833.466,0.833333333333333,0.75,0.242424242424242,0.473684210526316,1295.25,1439.08333333333,1360.15151515152,1363.10526315789,416.860152045787,662.703342150143,638.208142047528,596.1356114956,2.0959595959596,3.33333333333333,0.833333333333333,2.12121212121212,2.10526315789474,2445.9375,11148,2604.64285714286,5399.52678571429,24,8,2,14,19914,17376,45731,83021,0.666666666666667,0.166666666666667,0.424242424242424,0.421052631578947,-0.0526315789473684,1576.16666666667,1448,1355.48484848485,1421.42105263158,448.581974536191,564.689134109926,555.798981265491,535.283601312974,4.58333333333333,0.916666666666667,4536,3.95833333333333,0.791666666666667,2780.73684210526,45,12,15,18,36,13,12,11,4,1,0,3,0,0,0,0,3,19,4,1,5,1,1,6,1,6,2,-1.50374448953273,-3.48850619587092,-2.08333333333333,1.06060606060606,0,2415.37821428571,-0.625,-9,15,-0.00620531734794668,-1.56200212681802,-0.3180435903783,2.80513094810989,-0.764830549458234,-1.64325073553856,1.07921427609039,"control","control_2_kinder","control_kinder"
"ctl2k12","F","kinder","school5","school5_kinder","control_2","participant",71.8,3,FALSE,FALSE,FALSE,NA,NA,0,2,2,0,2,2,0,3.63632632593036,6.59079715960927,2.5,1.81818181818182,2.45614035087719,1567.08,3040.66666666667,3706,2771.24888888889,28,10,6,12,17059,19283,51940,88282,0.833333333333333,0.5,0.363636363636364,0.491228070175439,1421.58333333333,1606.91666666667,1573.93939393939,1548.80701754386,324.255639421999,560.109641593555,706.462664414845,609.946848931367,2.82828282828283,3.75,2.91666666666667,1.81818181818182,2.45614035087719,1772,2645.38775510204,3912.5,2776.62925170068,28,9,7,12,17961,18963,53267,90191,0.75,0.583333333333333,0.363636363636364,0.491228070175439,0,1496.75,1580.25,1583.84848484848,1564.75438596491,365.940413679108,542.179796578757,635.969148289253,562.513627793704,6.26507825447113,1,2604.41666666667,5.60439842285384,0.958333333333333,2479.13043478261,29,14,15,0,29,14,15,0,40,9,5,12,5,5,3,1,17,50,10,6,14,5,9,3,3,23,0,-0.808043497647534,-2.84079715960927,0.416666666666667,0,0,5.3803628117912,-0.660679831617291,0,10,-0.580197172033021,-1.01565105921123,-0.3180435903783,0.291368194113168,-0.791092345760468,-0.557531499557726,0.482517799471375,"control","control_2_kinder","control_kinder"
"ctl2k13","F","kinder","school5","school5_kinder","control_2","drop-out",NA,NA,NA,NA,NA,NA,NA,0,1,3,0,NA,NA,NA,4.05090300767516,6.84967871999519,3.33333333333333,1.96969696969697,2.71929824561404,1464.12,2202.5625,3248.44970414201,2305.04406804734,31,10,8,13,14293,12938,48093,78672,0.833333333333333,0.666666666666667,0.393939393939394,0.543859649122807,1259,1350.16666666667,1428.60606060606,1376.38596491228,442.906310634653,616.333415277704,436.958017104757,476.403706144348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.375,0.875,3754.47619047619,NA,NA,NA,47,12,15,18,NA,NA,NA,NA,34,12,4,7,4,0,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control","control_2_kinder","control_kinder"
"ctl2k14","F","kinder","school5","school5_kinder","control_2","participant",73.9666666666667,2,FALSE,FALSE,TRUE,"church",60,0,3,2,0,4,2,0,6.13741063236298,7.81630638728599,3.75,6.84592550980295,7.02313027116383,1097.16666666667,1519.55555555556,1484.25445897741,1366.99222706654,50,12,9,29,13166,14696,44886,72748,1,0.75,0.878787878787879,0.87719298245614,1097.16666666667,1224.66666666667,1360.18181818182,1276.28070175439,82.5445701461099,426.823858354481,294.556494426945,313.522541590255,5.4223152338925,7.07365492339779,6.61753320252212,2.57575757575758,3.33333333333333,1285.48760330579,1506.6,2989.86851211073,1927.31870513884,38,11,10,17,14962,16555,55137,86654,0.916666666666667,0.833333333333333,0.515151515151515,0.666666666666667,-0.210526315789474,1246.83333333333,1379.58333333333,1670.81818181818,1520.24561403509,292.853619448766,320.382004469475,431.813360619019,420.92492886422,6.17152335886199,1,2259.66666666667,6.53778755304799,1,2066.78260869565,54,12,21,21,43,15,13,15,42,10,3,12,6,3,6,2,15,35,6,6,11,4,1,3,4,12,1,-0.715095398470481,-0.742651463888192,2.86753320252212,-4.27016793404537,-3.6897969378305,560.326478072294,0.366264194186004,-11,-7,-0.293201244690484,-0.942656635155863,-2.88218599823317,0.870208077378567,-0.0352200897273803,-1.88452167686764,-1.54625022103327,"control","control_2_kinder","control_kinder"
"ctl2k15","M","kinder","school5","school5_kinder","control_2","participant",76.5333333333333,2,FALSE,FALSE,FALSE,NA,NA,0,2,3,0,4,1,0,3.45974082695407,8.10649520813494,0,2.27272727272727,2.36842105263158,1040,NA,2303.24285714286,NA,39,12,0,18,12480,11277,36024,59781,1,0,0.545454545454545,0.684210526315789,1040,939.75,1091.63636363636,1048.78947368421,196.398481756768,192.371858176246,378.172647260962,316.567062227292,5.20825540062566,8.23840256551336,3.75,3.63636363636364,3.94736842105263,1017.66666666667,1368,1828.17708333333,1404.61458333333,45,12,9,24,12212,12334,47054,71600,1,0.75,0.727272727272727,0.789473684210526,0.105263157894737,1017.66666666667,1027.83333333333,1395.57575757576,1238.59649122807,240.177711982884,495.733035437666,384.151909267596,422.410255035194,7.1683373018815,0.916666666666667,1284.7619047619,7.94958846912827,1,1456.95833333333,60,17,21,22,62,17,20,25,28,5,2,9,3,3,4,2,12,40,9,5,11,3,3,4,5,14,2,1.74851457367159,0.131907357378417,3.75,1.36363636363636,1.57894736842105,NA,0.781251167246763,2,12,-0.00620531734794668,0.99207675482999,0.7792108047429,NA,0.27022707357484,-0.316260558228652,0.72119639011898,"control","control_2_kinder","control_kinder"
"dig501","M","fifth","school2","school2_fifth","digital","participant",138.966666666667,4,FALSE,FALSE,FALSE,NA,NA,22,11,1,3,17,1,1,7.99397336012003,8.40980618771068,8.21622586761105,7.35588802503836,7.75293650163477,954.5,921.833333333333,1279.8779296875,1052.07042100694,56,12,12,32,11454,11062,41715,64231,1,1,0.96969696969697,0.982456140350877,954.5,921.833333333333,1264.09090909091,1126.85964912281,277.312918100572,135.627051024849,256.966481719451,287.963256497651,8.14487153754973,8.72176604590604,8.06713158932913,7.64571697741404,7.83920871521476,825.083333333333,1021.66666666667,1196.0888671875,1014.27962239583,56,12,12,32,9901,12260,39115,61276,1,1,0.96969696969697,0.982456140350877,0,825.083333333333,1021.66666666667,1185.30303030303,1075.01754385965,109.639457341144,158.916978515847,261.614277712495,259.99007475754,8.31820261662822,1,1024.66666666667,8.09660212513239,1,1087.375,70,17,21,32,72,17,21,34,69,17,9,15,6,12,6,4,27,69,17,9,15,6,12,6,4,27,6,0.150898177429704,0.311959858195365,-0.149094278281927,0.289828952375681,0.0862722135799867,-37.790798611111,-0.221600491495835,2,0,1.1417783920222,-0.262570620830087,-0.258090632210899,0.246338254536541,-0.46791222780271,-0.316260558228652,-0.710875153766651,"digital","digital_fifth","digital_fifth"
"dig502","M","fifth","school2","school2_fifth","digital","drop-out",NA,NA,NA,NA,NA,NA,NA,NA,10,1,3,NA,NA,NA,8.32477304049712,8.78243263372034,8.37685578193936,7.81503070583165,8.01321285856725,802.166666666667,905.75,1141.09090909091,949.669191919192,57,12,12,33,9626,10869,37656,58151,1,1,1,1,802.166666666667,905.75,1141.09090909091,1020.19298245614,51.6383108894467,86.7568441104216,183.585192015241,207.044201508871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2962800012137,1,1753.70833333333,NA,NA,NA,64,17,15,32,NA,NA,NA,NA,70,16,10,15,6,12,6,5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"digital","digital_fifth","digital_fifth"
"dig503","F","fifth","school2","school2_fifth","digital","participant",139.2,2,FALSE,FALSE,FALSE,NA,NA,20,4,1,0,6,1,0,7.4301930746129,8.14498620642245,7.86132665834403,6.28426635907223,7.15183467180159,966.666666666667,1047,1682.13991769547,1231.93552812071,51,12,12,27,11600,12564,46010,70174,1,1,0.818181818181818,0.894736842105263,966.666666666667,1047,1394.24242424242,1231.12280701754,101.095214645612,91.4489425357619,340.806857903328,328.560609225813,7.7062773520643,8.21181159861872,7.78711225153646,7.11990820603773,7.47141886006831,981.166666666667,1172.66666666667,1325.72,1159.85111111111,54,12,12,30,11774,14072,41163,67009,1,1,0.909090909090909,0.947368421052632,0.0526315789473684,981.166666666667,1172.66666666667,1247.36363636364,1175.59649122807,116.270713371333,331.709164324668,280.664147401059,283.582619584356,5.85474289901654,1,2135.95833333333,7.07250928172869,1,1759.04166666667,64,17,21,26,68,17,21,30,69,16,10,15,6,12,6,4,27,72,17,10,15,6,12,6,6,27,2,0.2760842774514,0.0668253921962751,-0.0742144068075739,0.835641846965501,0.319584188266718,-72.084417009602,1.21776638271214,4,3,-0.00620531734794668,-0.164258903304649,-0.095955658759931,0.210568089605821,0.591519892283718,-0.0749896168995772,-0.352857267795244,"digital","digital_fifth","digital_fifth"
"dig504","M","fifth","school2","school2_fifth","digital","participant",138.333333333333,2,FALSE,FALSE,TRUE,"sports",300,23,4,2,0,5,1,0,2.53787878787879,2.5,3.75,1.36363636363636,2.10526315789474,2500.66666666667,1846.81481481481,4032.11111111111,2793.1975308642,24,6,9,9,19502,16938,48482,84922,0.5,0.75,0.272727272727273,0.421052631578947,1625.16666666667,1411.5,1469.15151515152,1489.85964912281,594.693019867215,456.880031995669,504.290474405136,511.157734901737,8.27842494641763,8.75830562403837,8.68668634909646,7.39028286611807,7.90249537384753,731.00826446281,896.833333333333,1221.1262755102,949.655957768783,51,11,12,28,10076,10762,33028,53866,0.916666666666667,1,0.848484848484849,0.894736842105263,0.473684210526316,756.333333333333,896.833333333333,1000.84848484848,927.473684210526,300.62248549947,232.409839149149,209.460187328661,251.162518904106,7.65276513751095,1,1773.54166666667,6.57740417862843,0.958333333333333,1623.95652173913,63,17,18,28,67,17,21,29,63,14,9,15,3,12,6,4,27,68,15,10,15,6,12,6,4,27,1,5.74054615853884,6.25830562403837,4.93668634909646,6.02664650248171,5.79723221595279,-1843.54157309542,-1.07536095888251,4,5,-0.293201244690484,4.12711715832589,3.71061414433357,-1.63716095154087,-1.09631439421157,-0.0749896168995772,-0.114178677147638,"digital","digital_fifth","digital_fifth"
"dig505","M","fifth","school2","school2_fifth","digital","participant",129.766666666667,3,FALSE,FALSE,FALSE,NA,NA,20,10,2,3,7,1,0,8.22251248157255,8.61782281434978,8.25030259690623,7.79941203346165,7.94610842727727,890.083333333333,987.25,1129.7666015625,1002.36664496528,56,12,12,32,10681,11847,37057,59585,1,1,0.96969696969697,0.982456140350877,890.083333333333,987.25,1122.93939393939,1045.35087719298,211.588562301864,187.045023748537,263.756272365457,254.668235948268,8.4338847560334,9.17497229070503,8.54232984797699,7.58435212941817,7.96954760993122,673.833333333333,937.5,1182.36836628512,931.233899872818,55,12,12,31,8086,11250,37480,56816,1,1,0.939393939393939,0.964912280701754,-0.0175438596491228,673.833333333333,937.5,1135.75757575758,996.771929824561,37.0327455426173,336.810845215153,274.568073333262,316.409489289245,5.35665176753537,0.833333333333333,2530.75,7.64795591075793,1,1202.125,70,17,21,32,71,17,21,33,67,17,9,15,4,12,6,4,27,70,17,9,15,5,12,6,6,27,-3,0.211372274460846,0.557149476355253,0.292027251070763,-0.215059904043484,0.0234391826539531,-71.1327450924601,2.29130414322255,1,3,-1.44118495406063,-0.215078827860251,-0.301755051127737,0.21156073672286,1.38168701783759,-0.436896028893189,-0.352857267795244,"digital","digital_fifth","digital_fifth"
"dig506","F","fifth","school2","school2_fifth","digital","participant",128.566666666667,3,FALSE,FALSE,FALSE,NA,NA,17,7,1,3,5,1,0,7.45505951911702,7.61570862933914,7.22768775535808,7.52178217265385,7.48093890803906,1175.58333333333,1265.15702479339,1223.1591796875,1221.29984593807,55,12,11,32,14107,14757,39955,68819,1,0.916666666666667,0.96969696969697,0.964912280701754,1175.58333333333,1229.75,1210.75757575758,1207.35087719298,88.0314595970547,255.586002248665,210.001492599313,199.71162166878,7.82887920189815,8.57730590464786,7.6484189138581,7.26091278718849,7.55489012660497,877.25,1075.44,1330.7825182102,1094.4908394034,53,12,10,31,10527,11397,40695,62619,1,0.833333333333333,0.939393939393939,0.929824561403509,-0.0350877192982456,877.25,949.75,1233.18181818182,1098.57894736842,94.4477970290274,174.368014685763,233.174619993452,254.388408552778,7.20153471909264,1,1491.58333333333,7.81503070583165,1,1239.91666666667,68,17,21,30,68,17,21,30,62,17,7,15,5,9,6,3,24,66,15,10,15,6,10,6,4,25,-2,0.37381968278113,0.961597275308721,0.420731158500025,-0.260869385465353,0.0739512185659148,-126.809006534675,0.613495986739009,0,4,-1.15418902671809,-0.0875048902045897,-0.266652833967488,0.153487277358725,0.146752489210373,-0.557531499557726,-0.233517972471441,"digital","digital_fifth","digital_fifth"
"dig507","M","fifth","school2","school2_fifth","digital","participant",133.633333333333,2,FALSE,FALSE,FALSE,NA,NA,24,4,2,0,8,1,0,7.95314827222086,8.32278857186372,8.06294680504161,7.47370943975724,7.80621526948056,913.416666666667,1048.58333333333,1249.939453125,1070.646484375,56,12,12,32,10961,12583,39888,63432,1,1,0.96969696969697,0.982456140350877,913.416666666667,1048.58333333333,1208.72727272727,1112.84210526316,80.768421296865,174.740045019261,218.346810247951,222.142231582902,8.03242757891045,8.47043808635253,7.98998457086877,7.63686007951005,7.85976888338992,855.416666666667,1015.63636363636,1217.00390625,1029.35231218434,55,12,11,32,10265,11342,39764,61371,1,0.916666666666667,0.96969696969697,0.964912280701754,-0.0175438596491228,855.416666666667,945.166666666667,1204.9696969697,1076.68421052632,70.4084942361791,136.355040133091,266.596662212846,262.935771481957,7.70799427561277,0.958333333333333,1134.13043478261,3.95833333333333,0.791666666666667,1529.05263157895,68,17,21,30,70,17,21,32,61,14,9,15,5,10,6,2,25,67,15,10,15,6,11,6,4,26,4,0.0792793066895952,0.147649514488814,-0.0729622341728469,0.163150639752817,0.0535536139093633,-41.2941721906566,-3.74966094227944,2,6,0.567786537337127,-0.318814678185274,-0.28082769616174,0.242684039653233,-3.06470713127267,-0.316260558228652,0.00516061817616438,"digital","digital_fifth","digital_fifth"
"dig508","M","fifth","school2","school2_fifth","digital","participant",130.233333333333,2,FALSE,FALSE,FALSE,NA,NA,19,6,1,0,6,1,0,7.769625797542,8.30145163347251,8.21034172598387,6.79708403316961,7.53388868687604,992.333333333333,961.083333333333,1431.9096313912,1128.44209935262,53,12,12,29,11908,11533,43729,67170,1,1,0.878787878787879,0.929824561403509,992.333333333333,961.083333333333,1325.12121212121,1178.42105263158,304.090098291259,139.909359186149,292.33293921227,317.909912406038,8.3813869479976,8.64344790839851,8.73060530933968,7.77010762625462,8.15811483792558,834.083333333333,855.416666666667,1119.099609375,936.199869791667,56,12,12,32,10009,10265,35709,55983,1,1,0.96969696969697,0.982456140350877,0.0526315789473684,834.083333333333,855.416666666667,1082.09090909091,982.157894736842,88.2995504295498,184.894298222394,182.850068983506,203.414319403394,7.55113701325014,0.958333333333333,1232.08695652174,6.97077909238807,1,1846.20833333333,70,17,21,32,68,17,19,32,66,17,8,15,6,12,6,2,27,68,17,9,15,6,12,5,4,27,0,0.611761150455608,0.341996274926002,0.520263583355815,0.973023593085006,0.624226151049538,-192.242229560956,-0.580357920862062,-2,2,-0.580197172033021,0.0993563855564359,0.115748505221208,0.0852367605307413,-0.731972177215788,-0.798802440886801,-0.472196563119046,"digital","digital_fifth","digital_fifth"
"dig509","F","fifth","school2","school2_fifth","digital","participant",138.066666666667,4,FALSE,FALSE,FALSE,NA,NA,24,9,1,3,5,1,0,8.04085841528254,8.5012553187693,8.1536123435317,7.46770758354661,7.80230586329557,881.5,1009.75,1256.87878787879,1049.37626262626,57,12,12,33,10578,12117,41477,64172,1,1,1,1,881.5,1009.75,1256.87878787879,1125.82456140351,109.573138712336,124.402663666309,194.234033702863,229.687685689489,7.97858167629508,8.88345085193284,7.68592033833616,7.36637383861623,7.71505702978764,744.416666666667,1048.68,1231.71224732461,1008.26963799709,51,12,10,29,8933,10324,35247,54504,1,0.833333333333333,0.878787878787879,0.894736842105263,-0.105263157894737,744.416666666667,860.333333333333,1068.09090909091,956.210526315789,40.1190463344766,127.718677592827,147.251562732871,186.731829948162,7.59143450965744,0.958333333333333,1748.82608695652,8.17576422423751,0.916666666666667,1081.22727272727,71,17,21,33,68,16,21,31,65,16,7,15,5,12,6,4,27,70,17,10,15,4,12,6,6,27,-4,-0.0622767389874594,0.382195533163539,-0.467692005195538,-0.101333744930379,-0.0872488335079229,-41.1066246291692,0.584329714580068,-3,5,-1.72818088140317,-0.429982115897678,-0.378675228867618,0.242879662265254,0.125284935592142,-0.919437911551338,-0.114178677147638,"digital","digital_fifth","digital_fifth"
"dig510","F","fifth","school2","school2_fifth","digital","participant",136.466666666667,2,FALSE,FALSE,FALSE,NA,NA,24,8,1,0,15,1,2,7.443527962678,7.92029804328833,7.40091598550905,7.00936985923661,7.30581538808791,1048.41666666667,1235.60330578512,1388.5458984375,1224.18862362976,55,12,11,32,12581,13699,44176,70456,1,0.916666666666667,0.96969696969697,0.964912280701754,1048.41666666667,1141.58333333333,1338.66666666667,1236.0701754386,89.0653063087911,143.198818134618,158.248156913964,188.567992630275,8.23298656622228,8.7932767657584,8.39877943222315,7.5069035006853,8.00130799877139,774.666666666667,919.833333333333,1203.69302809573,966.064342698578,55,12,12,31,9296,11038,38604,58938,1,1,0.939393939393939,0.964912280701754,0,774.666666666667,919.833333333333,1169.81818181818,1034,70.2040316549275,147.084906421324,264.368286504057,270.610355096981,6.7408534824268,0.958333333333333,1741.26086956522,7.03137750453029,0.875,1347.80952380952,69,17,21,31,69,17,21,31,64,14,9,15,6,12,4,4,27,69,17,9,15,6,12,6,4,27,7,0.789458603544283,0.872978722470072,0.997863446714097,0.497533641448682,0.695492610683475,-258.124280931186,0.290524022103483,0,5,1.42877431936474,0.238906557740216,0.165273548057983,0.0165180905991075,-0.090967913665075,-0.557531499557726,-0.114178677147638,"digital","digital_fifth","digital_fifth"
"dig512","F","fifth","school2","school2_fifth","digital","participant",130.7,2,FALSE,TRUE,FALSE,NA,NA,23,8,1,0,18,1,1,8.07519351180231,8.52089565649637,8.10791137316547,7.59677350574509,7.90050212343532,867.166666666667,1066.41666666667,1178.39393939394,1037.32575757576,57,12,12,33,10406,12797,38887,62090,1,1,1,1,867.166666666667,1066.41666666667,1178.39393939394,1089.29824561404,79.8576384840074,207.260687117076,155.111439655885,196.983045400965,8.17967327715972,8.63659150904567,8.32431889991564,7.57810942251784,7.86991111631222,832.916666666667,998,1158.4482421875,996.454969618056,56,12,12,32,9995,11976,37947,59918,1,1,0.96969696969697,0.982456140350877,-0.0175438596491229,832.916666666667,998,1149.90909090909,1051.19298245614,55.001583999229,273.06143164963,265.03294177757,268.211433028157,7.43079052744701,1,1322.75,8.09378196002853,1,995.958333333333,71,17,21,33,65,17,18,30,65,16,9,15,6,12,4,3,27,67,16,9,15,5,12,5,5,27,10,0.104479765357411,0.115695852549301,0.216407526750178,-0.0186640832272484,-0.0305910071231015,-40.870787957702,0.662991432581523,-6,2,2.28976210139235,-0.299024139350433,-0.339302131155737,0.243125653123875,0.183183135255643,-1.28134432354495,-0.472196563119046,"digital","digital_fifth","digital_fifth"
"dig513","F","fifth","school2","school2_fifth","digital","participant",128.933333333333,3,FALSE,FALSE,TRUE,"sports",180,20,6,1,0,6,1,0,7.87477079929544,8.21181159861872,8.06573596382729,7.34676483544031,7.73625344862245,990.75,996.583333333333,1337.2734375,1108.20225694444,56,12,12,32,11889,11959,43496,67344,1,1,0.96969696969697,0.982456140350877,990.75,996.583333333333,1318.06060606061,1181.47368421053,214.86660766836,44.5348858829352,277.289891110587,281.973219679709,7.93942486750429,8.21181159861872,8.06573596382729,7.54072704006687,7.79469871692337,990.75,996.583333333333,1260.81818181818,1082.71717171717,57,12,12,33,11889,11959,42607,66455,1,1,1,1,0.0175438596491229,990.75,996.583333333333,1260.81818181818,1148.33333333333,214.86660766836,44.5348858829352,206.328993137394,226.929215941049,7.0598315766365,1,1477.79166666667,7.53120440612554,0.958333333333333,1287.69565217391,67,17,19,31,67,17,19,31,67,16,9,14,6,12,6,4,26,70,16,10,15,6,12,6,5,27,0,0.0646540682088501,0,0,0.193962204626554,0.0584452683009156,-25.4850852272725,0.471372829489036,0,3,-0.580197172033021,-0.330300236997411,-0.277428349617395,0.2591738028947,0.0421441086113905,-0.557531499557726,-0.352857267795244,"digital","digital_fifth","digital_fifth"
