"id","sex","grade","school","class_id","condition","status","pregunta_1","puntaje_1","pregunta_2","puntaje_2","pregunta_3","puntaje_3","pregunta_4","puntaje_4","pregunta_5","puntaje_5","pregunta_6","puntaje_6","pregunta_7","puntaje_7","pregunta_8","puntaje_8","pregunta_9","puntaje_9","pregunta_10","puntaje_10","pregunta_11","puntaje_11","pregunta_12","puntaje_12","pregunta_13","puntaje_13","pregunta_14","puntaje_14","pregunta_15","puntaje_15","pregunta_16","puntaje_16","pregunta_17","puntaje_17","puntaje_ambito_1","pregunta_18","puntaje_18","pregunta_18_1","puntaje_18_2","pregunta_18_3","puntaje_18_4","pregunta_19","puntaje_19","pregunta_19_5","puntaje_19_6","pregunta_19_7","puntaje_19_8","pregunta_20","puntaje_20","pregunta_20_9","puntaje_20_10","pregunta_20_11","puntaje_20_12","pregunta_21","puntaje_21","pregunta_21_13","puntaje_21_14","pregunta_21_15","puntaje_21_16","pregunta_22","puntaje_22","pregunta_22_17","puntaje_22_18","pregunta_22_19","puntaje_22_20","pregunta_23","puntaje_23","pregunta_23_21","puntaje_23_22","pregunta_23_23","puntaje_23_24","pregunta_24","puntaje_24","pregunta_24_25","puntaje_24_26","pregunta_24_27","puntaje_24_28","puntaje_ambito_2","pregunta_25","puntaje_25","pregunta_26","puntaje_26","pregunta_27","puntaje_27","pregunta_28","puntaje_28","pregunta_29","puntaje_29","pregunta_30","puntaje_30","pregunta_31","puntaje_31","pregunta_32","puntaje_32","pregunta_33","puntaje_33","pregunta_34","puntaje_34","pregunta_35","puntaje_35","pregunta_36","puntaje_36","pregunta_37","puntaje_37","pregunta_38","puntaje_38","pregunta_39","puntaje_39","pregunta_40","puntaje_40","pregunta_41","puntaje_41","pregunta_42","puntaje_42","pregunta_43","puntaje_43","pregunta_44","puntaje_44","pregunta_45","puntaje_45","pregunta_46","puntaje_46","pregunta_47","puntaje_47","pregunta_48","puntaje_48","pregunta_49","puntaje_49","pregunta_50","puntaje_50","pregunta_51","puntaje_51","pregunta_52","puntaje_52","pregunta_53","puntaje_53","pregunta_54","puntaje_54","pregunta_55","puntaje_55","pregunta_56","puntaje_56","pregunta_57","puntaje_57","pregunta_58","puntaje_58","pregunta_59","puntaje_59","puntaje_ambito_3","puntaje_total"
"ctlk08","M","kinder","school4","school4_kinder","control_1","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,2,0,1,1,1,1,15,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,26,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,0,1,1,2,0,2,0,3,0,2,0,1,1,1,1,2,0,2,0,1,1,2,0,3,0,3,0,2,0,3,0,21,57
"ctlk09","M","kinder","school4","school4_kinder","control_1","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,0,1,1,1,1,15,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,10,0,16,1,16,1,16,1,20,18,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,22,57
"ctlk10","M","kinder","school4","school4_kinder","control_1","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,5,0,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,10,0,16,1,16,1,16,1,18,31,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,3,0,2,0,2,0,27,62
"ctlk11","M","kinder","school4","school4_kinder","control_1","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,3,0,14,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,20,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,3,0,2,0,1,1,1,1,3,0,3,0,3,0,2,0,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,17,52
"ctlk12","M","kinder","school4","school4_kinder","control_1","participant",1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,1,1,2,0,10,3,1,4,0,3,1,4,1,4,1,4,1,6,1,6,1,6,1,10,0,10,0,10,0,11,0,12,0,12,0,20,0,20,0,20,0,20,0,20,0,20,0,8,29,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,12,30
"ctlk13","F","kinder","school4","school4_kinder","control_1","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,2,0,2,0,3,0,12,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,17,0,17,0,17,0,20,29,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,1,1,2,0,3,0,2,0,2,0,3,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,15,47
"ctlk14","M","kinder","school4","school4_kinder","control_1","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,13,3,1,3,1,3,1,4,1,4,1,4,1,5,0,5,0,5,0,12,0,12,0,12,0,20,0,20,0,20,0,20,0,20,0,20,0,0,0,0,0,0,0,8,23,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,13,34
"ctlk15","M","kinder","school4","school4_kinder","control_1","participant",1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,3,0,2,0,2,0,2,0,11,3,1,3,1,3,1,4,1,4,1,4,1,5,0,6,1,4,0,8,1,5,0,5,0,10,1,9,0,0,0,15,0,12,0,17,0,16,1,13,0,0,0,8,11,NA,1,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,3,0,1,1,3,0,2,0,2,0,2,0,1,1,2,0,1,1,2,0,2,0,2,0,17,36
"ctlk16","F","kinder","school4","school4_kinder","control_1","participant",1,1,1,1,2,0,3,0,1,1,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,1,1,6,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,12,0,12,0,12,0,16,1,16,1,16,1,20,25,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,15,41
"ctlk17","F","kinder","school4","school4_kinder","control_1","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,10,0,10,0,10,0,16,1,16,1,16,1,18,29,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,0,1,1,2,0,1,1,1,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,24,59
"ctlk18","M","kinder","school4","school4_kinder","control_1","participant",1,1,1,1,3,0,2,0,3,0,3,0,1,1,1,1,1,1,3,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,5,3,1,3,1,3,1,4,1,4,1,4,1,10,0,5,0,5,0,10,0,10,0,10,0,10,1,10,1,10,1,15,0,15,0,15,0,12,0,12,0,12,0,8,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,9,22
"ctl2k01","M","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,2,0,15,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,11,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,0,1,1,1,1,2,0,2,0,2,0,3,0,2,0,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,13,49
"ctl2k02","M","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,3,0,1,1,1,1,1,1,3,0,1,1,1,1,1,1,2,0,2,0,1,1,2,0,2,0,1,1,1,1,11,3,1,3,1,3,1,4,1,4,1,1,0,6,1,6,1,1,0,8,1,8,1,1,0,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,18,3,NA,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2,31
"ctl2k03","F","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,3,0,1,1,3,0,3,0,3,0,10,3,1,3,1,3,1,4,1,4,1,1,0,6,1,6,1,1,1,9,0,9,0,9,0,7,0,7,0,7,0,15,0,15,0,15,0,18,0,NA,NA,NA,NA,9,18,NA,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,9,28
"ctl2k04","M","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,31,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,1,1,2,0,2,0,2,0,2,0,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,17,55
"ctl2k05","M","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,30,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,4,0,2,0,NA,0,23,61
"ctl2k06","F","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,0,2,0,2,0,1,1,1,1,2,0,3,0,2,0,10,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,20,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,NA,0,NA,0,NA,0,22,53
"ctl2k07","M","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,0,2,0,2,0,13,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,21,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,23,57
"ctl2k08","F","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,2,0,1,1,1,1,2,0,2,0,1,1,1,1,2,0,1,1,2,0,1,1,2,0,3,0,3,0,2,0,8,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,6,0,6,0,6,0,7,0,7,0,7,0,9,0,9,0,9,0,8,0,8,0,8,0,9,24,NA,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,3,0,2,0,11,28
"ctl2k09","F","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,0,2,0,2,0,2,0,2,0,2,0,10,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,29,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,13,44
"ctl2k10","M","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,1,1,2,0,2,0,1,1,12,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,12,0,12,0,9,0,11,1,11,1,16,1,16,1,12,0,17,12,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,3,0,3,0,2,0,3,0,1,1,1,1,2,0,2,0,2,0,3,0,2,0,2,0,3,0,3,0,18,47
"ctl2k11","M","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,1,1,12,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,12,0,12,0,9,0,11,1,11,1,16,1,16,1,12,0,15,12,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,3,0,3,0,2,0,3,0,1,1,1,1,2,0,2,0,2,0,3,0,2,0,2,0,3,0,3,0,18,45
"ctl2k12","F","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,0,2,0,14,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,NA,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,2,0,3,0,2,0,2,0,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,29
"ctl2k13","F","kinder","school5","school5_kinder","control_2","drop-out",1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,1,1,2,0,2,0,1,1,12,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,12,0,12,0,9,0,11,1,11,1,16,1,16,1,12,0,15,12,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,3,0,3,0,2,0,3,0,1,1,1,1,2,0,2,0,2,0,3,0,2,0,2,0,3,0,3,0,18,47
"ctl2k14","F","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,0,1,1,1,1,3,0,2,0,2,0,12,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,30,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,3,0,1,1,1,1,2,0,2,0,1,1,1,1,2,0,3,0,2,0,2,0,3,0,2,0,NA,0,NA,0,NA,0,21,54
"ctl2k15","M","kinder","school5","school5_kinder","control_2","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,25,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,NA,0,22,60
"dig501","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,31,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,32,70
"dig502","M","fifth","school2","school2_fifth","digital","drop-out",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,0,0,4,1,6,1,0,0,6,1,8,1,0,0,8,1,10,1,0,0,10,1,11,1,0,0,11,1,16,1,0,0,16,1,15,30,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,32,64
"dig503","F","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,30,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,3,0,2,0,2,0,1,1,3,0,3,0,3,0,26,64
"dig504","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,20,0,20,0,20,0,18,30,NA,1,1,1,1,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,3,0,3,0,1,1,3,0,3,0,3,0,28,63
"dig505","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,31,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,1,1,1,1,1,1,32,70
"dig506","F","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,35,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,0,1,1,2,0,1,1,1,1,1,1,1,1,3,0,30,68
"dig507","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,31,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,3,0,3,0,2,0,30,68
"dig508","M","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,31,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,4,0,32,70
"dig509","F","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,31,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,71
"dig510","F","fifth","school2","school2_fifth","digital","participant",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,3,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,6,1,8,1,8,1,8,1,10,1,10,1,10,1,11,1,11,1,11,1,16,1,16,1,16,1,21,30,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,2,0,2,0,31,69
"dig511","M","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
