"id","sex","grade","school","class_id","condition","status","hnf_total","score_hearts","time_seconds_hearts","score_flowers","time_seconds_flowers","score_heart_flowers","time_seconds_heart_flowers","total_time","pregunta_7","pregunta_7_time","pregunta_8","pregunta_8_time","pregunta_9","pregunta_9_time","pregunta_10","pregunta_10_time","pregunta_11","pregunta_11_time","pregunta_12","pregunta_12_time","pregunta_13","pregunta_13_time","pregunta_14","pregunta_14_time","pregunta_15","pregunta_15_time","pregunta_16","pregunta_16_time","pregunta_17","pregunta_17_time","pregunta_18","pregunta_18_time","pregunta_25","pregunta_25_time","pregunta_26","pregunta_26_time","pregunta_27","pregunta_27_time","pregunta_28","pregunta_28_time","pregunta_29","pregunta_29_time","pregunta_30","pregunta_30_time","pregunta_31","pregunta_31_time","pregunta_32","pregunta_32_time","pregunta_33","pregunta_33_time","pregunta_34","pregunta_34_time","pregunta_35","pregunta_35_time","pregunta_36","pregunta_36_time","pregunta_37","pregunta_37_time","pregunta_38","pregunta_38_time","pregunta_39","pregunta_39_time","pregunta_40","pregunta_40_time","pregunta_41","pregunta_41_time","pregunta_42","pregunta_42_time","pregunta_43","pregunta_43_time","pregunta_44","pregunta_44_time","pregunta_45","pregunta_45_time","pregunta_46","pregunta_46_time","pregunta_47","pregunta_47_time","pregunta_48","pregunta_48_time","pregunta_49","pregunta_49_time","pregunta_50","pregunta_50_time","pregunta_51","pregunta_51_time","pregunta_52","pregunta_52_time","pregunta_53","pregunta_53_time","pregunta_54","pregunta_54_time","pregunta_55","pregunta_55_time","pregunta_56","pregunta_56_time","pregunta_57","pregunta_57_time","pregunta_58","pregunta_58_time","pregunta_59","pregunta_59_time","pregunta_60","pregunta_60_time","pregunta_61","pregunta_61_time","pregunta_62","pregunta_62_time","pregunta_63","pregunta_63_time","pregunta_64","pregunta_64_time","pregunta_65","pregunta_65_time","pregunta_66","pregunta_66_time","pregunta_67","pregunta_67_time","pregunta_68","pregunta_68_time","pregunta_69","pregunta_69_time","nih_score_hearts","nih_score_flowers","nih_score_mixed","nih_score_overall","nih_score_overall_57","ies_hearts","ies_flowers","ies_mixed","ies_overall","acc_prop_hearts","acc_prop_flowers","acc_prop_mixed","acc_prop_overall","rt_mean_hearts","rt_mean_flowers","rt_mean_mixed","rt_mean_overall","rt_sd_hearts","rt_sd_flowers","rt_sd_mixed","rt_sd_overall"
"ctl2k09","F","kinder","school5","school5_kinder","control_2","participant",49,11,17247,10,15330,28,52094,84671,1,1801,0,461,1,1240,1,1384,1,1392,1,1597,1,1581,1,1670,1,1636,1,1477,1,1090,1,1918,0,1685,0,1138,1,1630,1,1168,1,1413,1,1050,1,1007,1,1151,1,1145,1,1077,1,1419,1,1447,1,1868,0,1671,0,2000,1,1131,0,2000,1,1867,1,1772,1,1801,1,1419,1,1134,0,2000,1,1885,1,1540,1,1283,1,1469,1,1907,1,1681,1,1230,1,1444,1,1516,1,1990,0,2000,1,1788,1,1448,1,1394,1,1535,1,1471,1,1370,1,1787,1,1003,1,1167,1,1271,1,1252,6.37083534306667,6.81943180417761,6.23306500679201,6.47444405134543,6.33289327054473,1664.72727272727,1500.84,1785.66198979592,1650.4097541744,0.916666666666667,0.833333333333333,0.848484848484849,0.859649122807018,1437.25,1277.5,1578.60606060606,1485.45614035088,384.034829149649,231.116066866058,302.047796237816,326.302230092607
"ctl2k10","M","kinder","school5","school5_kinder","control_2","participant",20,5,16327,8,17461,7,47572,81360,1,1414,0,2000,0,2000,0,267,1,1704,0,2000,0,237,1,1618,1,1142,1,1465,0,2000,0,480,1,1597,1,1022,0,1239,0,2000,1,443,1,1614,1,1471,0,2000,0,2000,1,1286,1,1533,1,1256,0,2000,0,543,0,2000,0,1177,1,1385,1,1439,0,2000,0,2000,0,75,0,2000,0,1175,0,2000,0,161,1,1189,0,1164,0,2000,0,2000,1,1030,0,2000,0,2000,0,350,0,2000,0,2000,0,2000,0,1722,1,1280,1,1226,0,1243,0,1230,0,1658,0,2000,0,735,1,790,2.08333333333333,3.33333333333333,1.06060606060606,2.15909090909091,1.75438596491228,3524.64,1916.625,5616.0612244898,3685.77540816327,0.416666666666667,0.666666666666667,0.212121212121212,0.350877192982456,1360.58333333333,1455.08333333333,1441.57575757576,1427.36842105263,681.905013157769,454.203690456432,600.329806767863,582.272629799421
"ctl2k11","M","kinder","school5","school5_kinder","control_2","participant",24,8,19914,2,17376,14,45731,83021,1,901,1,1880,1,1860,1,1463,0,474,1,1549,1,1770,0,1622,0,1805,0,1968,1,1828,1,1794,0,2000,0,958,0,898,1,1751,0,2000,0,1493,0,206,0,1174,1,1965,0,1227,0,1824,0,1880,0,1471,1,985,1,1045,0,2000,1,409,1,230,0,1041,1,1323,0,891,0,2000,1,1947,1,1333,0,1145,0,926,1,1460,0,2000,0,1205,0,1140,0,2000,1,1986,1,308,1,764,0,892,0,1805,1,303,0,1966,1,1611,0,1577,0,1788,0,1795,0,1705,0,1914,1,1766,3.33333333333333,0.833333333333333,2.12121212121212,2.0959595959596,2.10526315789474,2445.9375,11148,2604.64285714286,5399.52678571429,0.666666666666667,0.166666666666667,0.424242424242424,0.421052631578947,1576.16666666667,1448,1355.48484848485,1421.42105263158,448.581974536191,564.689134109926,555.798981265491,535.283601312974
"ctl2k12","F","kinder","school5","school5_kinder","control_2","participant",28,9,17961,7,18963,12,53267,90191,1,1191,0,2000,1,1100,1,1256,1,1273,0,2000,1,1878,1,1261,0,2000,1,1448,1,1442,1,1112,0,2000,0,2000,1,1993,0,2000,1,1726,0,2000,0,161,1,1624,1,1347,1,1094,1,1609,1,1409,0,2000,0,2000,0,2000,1,1298,0,1377,0,2000,1,1392,0,2000,0,2000,1,1826,0,2000,0,2000,1,81,0,2000,0,2000,0,2000,1,1802,1,1545,1,1669,0,2000,1,549,0,2000,0,740,0,2000,0,300,1,1915,0,2000,1,307,1,1929,0,2000,0,2000,0,119,1,1418,3.75,2.91666666666667,1.81818181818182,2.82828282828283,2.45614035087719,1772,2645.38775510204,3912.5,2776.62925170068,0.75,0.583333333333333,0.363636363636364,0.491228070175439,1496.75,1580.25,1583.84848484848,1564.75438596491,365.940413679108,542.179796578757,635.969148289253,562.513627793704
"ctl2k13","F","kinder","school5","school5_kinder","control_2","drop-out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ctl2k14","F","kinder","school5","school5_kinder","control_2","participant",38,11,14962,10,16555,17,55137,86654,1,985,1,922,1,1048,0,2000,1,1121,1,1308,1,1258,1,1240,1,1556,1,1031,1,1229,1,1264,0,2000,1,936,0,2000,1,1120,1,1398,1,1245,1,1215,1,1454,1,1351,1,1248,1,1369,1,1219,0,2000,0,2000,0,2000,0,2000,0,2000,0,2000,1,918,0,2000,1,1818,1,1496,1,1527,1,1635,1,1478,1,1549,1,1898,0,2000,0,419,0,2000,0,2000,1,1497,1,1494,1,1316,1,1995,1,1962,0,2000,0,2000,1,1662,0,2000,0,534,1,1082,0,2000,1,1382,1,1475,7.07365492339779,6.61753320252212,2.57575757575758,5.4223152338925,3.33333333333333,1285.48760330579,1506.6,2989.86851211073,1927.31870513884,0.916666666666667,0.833333333333333,0.515151515151515,0.666666666666667,1246.83333333333,1379.58333333333,1670.81818181818,1520.24561403509,292.853619448766,320.382004469475,431.813360619019,420.92492886422
"ctl2k15","M","kinder","school5","school5_kinder","control_2","participant",45,12,12212,9,12334,24,47054,71600,1,868,1,824,1,811,1,1405,1,1201,1,739,1,965,1,1054,1,1495,1,1075,1,860,1,915,0,0,0,2000,1,505,1,848,1,1136,1,1528,1,1155,1,940,0,1100,1,1141,1,779,1,1202,0,2000,1,327,1,1550,1,1215,1,1735,1,1563,1,1606,0,1784,1,1189,1,1021,0,1051,1,1560,0,1796,1,1583,0,1200,1,881,1,1270,1,1293,1,1170,1,1027,0,1138,1,1954,1,1051,1,1548,1,1380,1,1634,0,2000,1,1887,1,1200,0,2000,0,1175,1,1187,1,1079,8.23840256551336,3.75,3.63636363636364,5.20825540062566,3.94736842105263,1017.66666666667,1368,1828.17708333333,1404.61458333333,1,0.75,0.727272727272727,0.789473684210526,1017.66666666667,1027.83333333333,1395.57575757576,1238.59649122807,240.177711982884,495.733035437666,384.151909267596,422.410255035194
"dig501","M","fifth","school2","school2_fifth","digital","participant",56,12,9901,12,12260,32,39115,61276,1,768,1,747,1,810,1,746,1,911,1,865,1,747,1,780,1,707,1,801,1,918,1,1101,1,915,1,776,1,951,1,1067,1,1152,1,1048,1,806,1,989,1,1258,1,997,1,1002,1,1299,1,997,1,1596,1,965,1,1146,1,1390,1,1477,1,1044,1,1164,1,1095,1,1167,1,1216,1,1397,1,1099,1,1429,1,1663,1,987,1,1042,1,916,1,817,1,1254,1,1165,1,1539,1,1068,0,2000,1,661,1,1182,1,1086,1,1054,1,1064,1,1029,1,1103,1,1233,1,1070,8.72176604590604,8.06713158932913,7.64571697741404,8.14487153754973,7.83920871521476,825.083333333333,1021.66666666667,1196.0888671875,1014.27962239583,1,1,0.96969696969697,0.982456140350877,825.083333333333,1021.66666666667,1185.30303030303,1075.01754385965,109.639457341144,158.916978515847,261.614277712495,259.99007475754
"dig502","M","fifth","school2","school2_fifth","digital","drop-out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig503","F","fifth","school2","school2_fifth","digital","participant",54,12,11774,12,14072,30,41163,67009,1,944,1,986,1,954,1,973,1,925,1,891,1,995,1,893,1,915,1,1042,1,1323,1,933,1,1250,1,845,1,1011,1,870,1,1132,1,898,1,1121,1,1084,1,1089,1,1968,1,1131,1,1673,1,1234,1,955,1,1208,1,1778,1,1296,1,967,1,1053,1,1146,1,1205,1,1177,1,1224,1,1244,1,1015,1,935,1,1190,1,1150,1,879,1,1326,1,1074,0,1007,1,1312,1,972,0,2000,1,1195,1,1142,1,1284,1,1151,1,1610,1,1299,1,1032,1,1455,0,2000,1,1648,8.21181159861872,7.78711225153646,7.11990820603773,7.7062773520643,7.47141886006831,981.166666666667,1172.66666666667,1325.72,1159.85111111111,1,1,0.909090909090909,0.947368421052632,981.166666666667,1172.66666666667,1247.36363636364,1175.59649122807,116.270713371333,331.709164324668,280.664147401059,283.582619584356
"dig504","M","fifth","school2","school2_fifth","digital","participant",51,11,10076,12,10762,28,33028,53866,1,716,1,704,1,672,1,642,1,657,1,709,1,610,1,683,1,621,1,690,1,667,0,1705,1,1138,1,857,1,772,1,750,1,771,1,829,1,1375,1,1278,1,849,1,712,1,734,1,697,1,1564,1,1059,1,1135,1,1205,1,1011,1,974,1,1033,1,908,0,632,1,843,1,941,1,1035,1,878,0,762,0,940,0,907,1,1263,1,1041,1,1080,1,1374,1,1588,1,909,1,873,0,776,1,1103,1,942,1,845,1,801,1,968,1,940,1,953,1,939,1,806,8.75830562403837,8.68668634909646,7.39028286611807,8.27842494641763,7.90249537384753,731.00826446281,896.833333333333,1221.1262755102,949.655957768783,0.916666666666667,1,0.848484848484849,0.894736842105263,756.333333333333,896.833333333333,1000.84848484848,927.473684210526,300.62248549947,232.409839149149,209.460187328661,251.162518904106
"dig505","M","fifth","school2","school2_fifth","digital","participant",55,12,8086,12,11250,31,37480,56816,1,713,1,682,1,656,1,609,1,669,1,685,1,675,1,723,1,621,1,663,1,731,1,659,1,744,1,710,1,963,1,790,1,771,1,975,1,685,1,865,1,821,1,1947,1,985,1,994,1,1164,1,722,0,2000,1,958,1,972,1,1050,1,1131,1,947,1,1022,1,934,1,1759,1,1106,1,1122,1,1766,1,1066,1,1093,1,1158,1,1091,1,1176,1,955,1,994,1,1640,1,1220,0,1048,1,1033,1,1000,1,1202,1,1056,1,826,1,869,1,1167,1,1189,1,1044,9.17497229070503,8.54232984797699,7.58435212941817,8.4338847560334,7.96954760993122,673.833333333333,937.5,1182.36836628512,931.233899872818,1,1,0.939393939393939,0.964912280701754,673.833333333333,937.5,1135.75757575758,996.771929824561,37.0327455426173,336.810845215153,274.568073333262,316.409489289245
"dig506","F","fifth","school2","school2_fifth","digital","participant",53,12,10527,10,11397,31,40695,62619,1,833,1,822,1,800,1,806,1,962,1,881,1,804,1,810,1,1116,1,942,1,919,1,832,1,863,1,860,1,753,1,764,1,938,1,857,1,1046,0,1125,0,1310,1,1111,1,1013,1,757,1,1199,1,1055,1,1039,1,1261,1,1185,1,916,1,975,0,1012,1,1413,1,1150,1,1141,1,1156,1,1243,1,1077,1,1337,1,1770,1,1311,1,1085,1,1678,1,1916,1,1344,0,929,1,1341,1,1484,1,1152,1,1057,1,1006,1,1284,1,1419,1,1106,1,1398,1,1197,1,1059,8.57730590464786,7.6484189138581,7.26091278718849,7.82887920189815,7.55489012660497,877.25,1075.44,1330.7825182102,1094.4908394034,1,0.833333333333333,0.939393939393939,0.929824561403509,877.25,949.75,1233.18181818182,1098.57894736842,94.4477970290274,174.368014685763,233.174619993452,254.388408552778
"dig507","M","fifth","school2","school2_fifth","digital","participant",55,12,10265,11,11342,32,39764,61371,1,854,1,792,1,861,1,728,1,889,1,925,1,745,1,940,1,937,1,894,1,831,1,869,1,803,1,911,1,882,1,926,1,869,1,841,1,858,0,1101,1,1066,1,1279,1,921,1,885,1,1209,1,1071,1,935,1,1300,1,873,1,1149,1,1011,1,1893,0,2000,1,1106,1,1064,1,1189,1,887,1,1524,1,1170,1,1008,1,1351,1,1078,1,1173,1,1599,1,1277,1,1334,1,1048,1,1446,1,973,1,1022,1,1071,1,1562,1,1221,1,1103,1,1103,1,1093,1,921,8.47043808635253,7.98998457086877,7.63686007951005,8.03242757891045,7.85976888338992,855.416666666667,1015.63636363636,1217.00390625,1029.35231218434,1,0.916666666666667,0.96969696969697,0.964912280701754,855.416666666667,945.166666666667,1204.9696969697,1076.68421052632,70.4084942361791,136.355040133091,266.596662212846,262.935771481957
"dig508","M","fifth","school2","school2_fifth","digital","participant",56,12,10009,12,10265,32,35709,55983,1,842,1,877,1,797,1,993,1,786,1,727,1,889,1,773,1,988,1,829,1,745,1,763,1,1386,1,804,1,745,1,870,1,875,1,751,1,772,1,748,1,765,1,1002,1,716,1,831,1,1122,1,1299,1,820,1,977,1,902,1,981,1,994,1,813,1,940,1,1157,1,1481,1,1255,1,923,1,1034,0,983,1,1503,1,1386,1,1134,1,1049,1,1359,1,1079,1,1233,1,1115,1,1275,1,877,1,1057,1,1098,1,1137,1,1032,1,935,1,860,1,930,1,969,8.64344790839851,8.73060530933968,7.77010762625462,8.3813869479976,8.15811483792558,834.083333333333,855.416666666667,1119.099609375,936.199869791667,1,1,0.96969696969697,0.982456140350877,834.083333333333,855.416666666667,1082.09090909091,982.157894736842,88.2995504295498,184.894298222394,182.850068983506,203.414319403394
"dig509","F","fifth","school2","school2_fifth","digital","participant",51,12,8933,10,10324,29,35247,54504,1,766,1,818,1,782,1,780,1,723,1,731,1,693,1,768,1,703,1,761,1,709,1,699,1,983,1,693,0,730,1,880,1,926,1,852,1,771,1,839,1,773,1,848,0,855,1,1174,1,1046,1,1109,1,1014,0,928,1,918,1,1034,1,920,0,793,1,1074,1,1046,1,1241,1,1270,1,946,1,1349,1,988,1,1186,1,1390,1,1015,1,1014,0,1070,1,901,1,1043,1,1299,0,1066,1,1148,1,1034,1,938,1,1025,1,1297,1,939,1,987,1,1291,1,928,8.88345085193284,7.68592033833616,7.36637383861623,7.97858167629508,7.71505702978764,744.416666666667,1048.68,1231.71224732461,1008.26963799709,1,0.833333333333333,0.878787878787879,0.894736842105263,744.416666666667,860.333333333333,1068.09090909091,956.210526315789,40.1190463344766,127.718677592827,147.251562732871,186.731829948162
"dig510","F","fifth","school2","school2_fifth","digital","participant",55,12,9296,12,11038,31,38604,58938,1,760,1,703,1,775,1,812,1,743,1,704,1,801,1,951,1,687,1,819,1,771,1,770,1,852,1,753,1,835,1,994,1,859,1,950,1,882,1,893,1,949,1,920,1,814,1,1337,1,1263,1,1062,1,979,1,1186,1,1387,1,949,1,1280,1,987,1,1075,1,920,1,1136,1,1311,1,941,1,1173,1,1061,1,998,1,1128,1,961,1,937,1,1128,1,1351,1,1250,1,965,1,975,1,962,1,1168,1,1951,1,1393,0,2000,1,1096,0,1551,1,1205,1,875,8.7932767657584,8.39877943222315,7.5069035006853,8.23298656622228,8.00130799877139,774.666666666667,919.833333333333,1203.69302809573,966.064342698578,1,1,0.939393939393939,0.964912280701754,774.666666666667,919.833333333333,1169.81818181818,1034,70.2040316549275,147.084906421324,264.368286504057,270.610355096981
"dig511","M","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig512","F","fifth","school2","school2_fifth","digital","participant",56,12,9995,12,11976,32,37947,59918,1,820,1,803,1,858,1,852,1,779,1,800,1,851,1,964,1,892,1,810,1,802,1,764,1,1780,1,823,1,869,1,930,1,904,1,779,1,937,1,873,1,865,1,1073,1,919,1,1224,1,1106,1,1078,1,1052,1,1297,1,1205,1,1524,1,1179,1,1439,0,2000,1,315,1,1319,1,1226,1,808,1,871,1,1353,1,1233,1,1223,1,1068,1,1141,1,1189,1,1214,1,1075,1,1089,1,1468,1,1221,1,1047,1,1044,1,940,1,1115,1,1035,1,1143,1,1004,1,926,8.63659150904567,8.32431889991564,7.57810942251784,8.17967327715972,7.86991111631222,832.916666666667,998,1158.4482421875,996.454969618056,1,1,0.96969696969697,0.982456140350877,832.916666666667,998,1149.90909090909,1051.19298245614,55.001583999229,273.06143164963,265.03294177757,268.211433028157
"dig513","F","fifth","school2","school2_fifth","digital","participant",57,12,11889,12,11959,33,42607,66455,1,1605,1,1074,1,1006,1,836,1,904,1,942,1,784,1,914,1,1037,1,956,1,1030,1,801,1,994,1,940,1,1012,1,1021,1,1034,1,907,1,991,1,973,1,970,1,1006,1,1059,1,1052,1,1205,1,1028,1,1000,1,1780,1,1207,1,1242,1,1132,1,1238,1,1513,1,1301,1,1107,1,1423,1,1205,1,1548,1,1164,1,1214,1,1237,1,947,1,1146,1,1276,1,1697,1,1576,1,1522,1,1192,1,1128,1,1498,1,1243,1,1149,1,1032,1,1035,1,1111,1,1409,1,1102,8.21181159861872,8.06573596382729,7.54072704006687,7.93942486750429,7.79469871692337,990.75,996.583333333333,1260.81818181818,1082.71717171717,1,1,1,1,990.75,996.583333333333,1260.81818181818,1148.33333333333,214.86660766836,44.5348858829352,206.328993137394,226.929215941049
"dig514","F","fifth","school2","school2_fifth","digital","participant",42,12,9117,12,10288,18,44215,63620,1,729,1,845,1,673,1,752,1,684,1,709,1,727,1,742,1,887,1,783,1,818,1,768,1,939,1,773,1,856,1,895,1,863,1,813,1,734,1,1039,1,776,1,897,1,916,1,787,1,977,1,1571,1,920,0,2000,1,10,0,1722,1,1638,1,1007,1,1956,1,968,1,1174,0,1809,0,947,0,2000,0,883,1,1319,1,1368,1,1123,1,1899,0,2000,1,1830,0,1009,0,1049,0,1238,0,2000,0,262,1,1365,0,1514,0,2000,1,1168,0,1175,1,1247,1,1067,8.87971266901247,8.48823813769459,2.72727272727273,6.69840784465993,3.68421052631579,759.75,857.333333333333,2436.93137254902,1351.33823529412,1,1,0.545454545454545,0.736842105263158,759.75,857.333333333333,1339.84848484848,1116.14035087719,64.4517084899441,86.3347958224085,497.531853327762,463.456286989264
"dig515","M","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig516","M","fifth","school2","school2_fifth","digital","participant",56,12,10860,12,12356,32,41617,64833,1,225,1,1069,1,1358,1,1010,1,952,1,900,1,912,1,847,1,802,1,872,1,923,1,990,1,1902,1,813,1,1125,1,920,1,998,1,761,1,931,1,978,1,838,1,1026,1,1057,1,1007,1,1422,1,1236,1,887,1,1150,1,1714,1,1531,1,1171,1,995,1,1083,1,1197,1,1283,0,1286,1,1092,1,1164,1,1190,1,1143,1,1166,1,1368,1,1162,1,1248,1,1297,1,1249,1,1143,1,1401,1,1081,1,913,1,1575,1,1366,1,1391,1,1593,1,1573,1,1269,1,1278,8.30601012040956,8.09942514321104,7.30944381173444,7.90495969178501,7.62710124566837,905,1029.66666666667,1299.7294921875,1078.13205295139,1,1,0.96969696969697,0.982456140350877,905,1029.66666666667,1261.12121212121,1137.42105263158,257.686208048048,294.282589400465,192.263289133638,272.503535191251
"dig517","M","fifth","school2","school2_fifth","digital","participant",55,12,11979,12,11652,31,37776,61407,1,903,1,961,1,1010,1,974,1,967,1,1094,1,1089,1,1041,1,1037,1,1002,1,1009,1,892,1,934,1,853,1,995,1,881,1,953,1,1023,1,883,1,852,1,991,1,1057,1,1078,1,1152,1,1202,1,985,1,929,1,1240,1,989,1,1081,1,980,1,975,1,1589,1,1043,1,1369,1,1154,1,980,0,1007,1,1225,1,1060,1,1391,1,1112,1,1489,1,1203,1,1023,1,1057,1,1107,1,1221,1,1055,1,1089,0,1069,1,1145,1,1317,1,1018,1,1262,1,1128,1,1282,8.05042997458943,8.14498620642245,7.46645999375406,7.88729205825531,7.77281179870454,998.25,971,1225.91050988554,1065.05350329518,1,1,0.939393939393939,0.964912280701754,998.25,971,1144.72727272727,1077.31578947368,63.4710026848338,95.778152756537,157.658704312368,152.434899206975
"dig518","M","fifth","school2","school2_fifth","digital","participant",57,12,9578,12,10612,33,34610,54800,1,825,1,1011,1,902,1,777,1,683,1,706,1,777,1,821,1,710,1,792,1,760,1,814,1,882,1,1025,1,892,1,928,1,829,1,814,1,697,1,841,1,802,1,1117,1,919,1,866,1,1717,1,1083,1,812,1,902,1,1104,1,1050,1,859,1,1045,1,1130,1,863,1,995,1,782,1,905,1,907,1,1109,1,969,1,942,1,912,1,1312,1,1028,1,1139,1,1515,1,1086,1,1491,1,977,1,911,1,1052,1,1050,1,940,1,887,1,1059,1,947,1,1130,8.7430275059605,8.44155343720898,7.98867437295184,8.39108510537378,8.32278857186372,798.166666666667,884.333333333333,1048.78787878788,910.429292929293,1,1,1,1,798.166666666667,884.333333333333,1048.78787878788,961.40350877193,90.1986024214781,108.371694839678,204.007162493097,197.913658993108
"dig519","M","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig520","M","fifth","school2","school2_fifth","digital","participant",54,12,10400,12,9689,30,42051,62140,1,975,1,919,1,906,1,692,1,724,1,1337,1,784,1,787,1,734,1,787,1,936,1,819,1,1008,1,879,1,812,1,808,1,882,1,743,1,798,1,913,1,737,1,739,1,619,1,751,0,2000,0,722,1,1104,1,1909,1,1343,1,1014,1,1012,1,1069,1,1122,1,1118,1,983,1,1164,1,1197,0,2000,1,1251,1,1391,1,1350,1,1786,1,1341,1,1144,1,1119,1,1285,1,1440,1,1560,1,1226,1,996,1,1466,1,1325,1,1078,1,985,1,1093,1,1033,1,1425,8.67798489791525,8.67798489791525,7.14813148714947,8.16803376099332,7.7665346562095,866.666666666667,807.416666666667,1368.73,1014.27111111111,1,1,0.909090909090909,0.947368421052632,866.666666666667,807.416666666667,1274.27272727273,1090.17543859649,173.808846585883,102.092167212086,301.859681053059,328.41900082098
"dig521","M","fifth","school2","school2_fifth","digital","participant",51,12,9924,11,11248,28,40701,61873,1,763,1,932,1,1156,1,792,1,875,1,805,1,705,1,661,1,682,1,700,1,907,1,946,1,934,1,915,1,898,1,1066,1,750,0,795,1,1162,1,1027,1,899,1,913,1,921,1,968,1,1004,0,910,0,896,0,1384,0,2000,1,1306,1,824,1,1072,1,952,1,891,1,1090,0,2000,1,266,1,1270,1,1338,1,1212,1,1118,1,1294,1,1591,1,1119,1,1837,1,1287,1,1239,1,1660,1,1295,1,1192,1,1565,1,1504,1,1355,1,989,1,1160,1,1111,1,970,8.69366709853483,7.87871854456292,6.79473516435045,7.7890402691494,7.52828022689387,827,1036.66115702479,1410.53954081633,1091.40023261371,1,0.916666666666667,0.848484848484849,0.894736842105263,827,937.333333333333,1233.36363636364,1085.49122807018,143.821227412873,111.089098829669,348.82560275353,328.520064771383
