id,sex,grade,school,class_id,condition,status,age_mths,ed_level,esp_fl,foreign_born,activity,name,time,attendence,total_points_pre,fwd_att_pre,bwd_att_pre,total_points_post,fwd_att_post,bwd_att_post,nih_score_overall_pre,nih_score_hearts_pre,nih_score_flowers_pre,nih_score_mixed_pre,nih_score_overall_57_pre,ies_hearts_pre,ies_flowers_pre,ies_mixed_pre,ies_overall_pre,hnf_total_pre,score_hearts_pre,score_flowers_pre,score_heart_flowers_pre,time_seconds_hearts_pre,time_seconds_flowers_pre,time_seconds_heart_flowers_pre,total_time_pre,acc_prop_hearts_pre,acc_prop_flowers_pre,acc_prop_mixed_pre,acc_prop_overall_pre,rt_mean_hearts_pre,rt_mean_flowers_pre,rt_mean_mixed_pre,rt_mean_overall_pre,rt_sd_hearts_pre,rt_sd_flowers_pre,rt_sd_mixed_pre,rt_sd_overall_pre,nih_score_overall_post,nih_score_hearts_post,nih_score_flowers_post,nih_score_mixed_post,nih_score_overall_57_post,ies_hearts_post,ies_flowers_post,ies_mixed_post,ies_overall_post,hnf_total_post,score_hearts_post,score_flowers_post,score_heart_flowers_post,time_seconds_hearts_post,time_seconds_flowers_post,time_seconds_heart_flowers_post,total_time_post,acc_prop_hearts_post,acc_prop_flowers_post,acc_prop_mixed_post,acc_prop_overall_post,rt_mean_hearts_post,rt_mean_flowers_post,rt_mean_mixed_post,rt_mean_overall_post,rt_sd_hearts_post,rt_sd_flowers_post,rt_sd_mixed_post,rt_sd_overall_post,dccs_tv_score_pre,dccs_mean_acc_pre,dccs_mean_rt_pre,dccs_tv_score_post,dccs_mean_acc_post,dccs_mean_rt_post,precalc_puntaje_total_pre,precalc_puntaje_ambito_1_pre,precalc_puntaje_ambito_2_pre,precalc_puntaje_ambito_3_pre,precalc_puntaje_total_post,precalc_puntaje_ambito_1_post,precalc_puntaje_ambito_2_post,precalc_puntaje_ambito_3_post,tejas_puntaje_total_pre,tejas_puntaje_ambito_1_pre,tejas_puntaje_ambito_2_pre,tejas_puntaje_ambito_3_pre,tejas_puntaje_ambito_4_pre,tejas_puntaje_ambito_5_pre,tejas_puntaje_ambito_6_pre,tejas_puntaje_ambito_7_pre,tejas_puntaje_ambito_letra_pre,tejas_puntaje_total_post,tejas_puntaje_ambito_1_post,tejas_puntaje_ambito_2_post,tejas_puntaje_ambito_3_post,tejas_puntaje_ambito_4_post,tejas_puntaje_ambito_5_post,tejas_puntaje_ambito_6_post,tejas_puntaje_ambito_7_post,tejas_puntaje_ambito_letra_post,gain_corsi,gain_hnf_overall,gain_hnf_hearts,gain_hnf_flowers,gain_hnf_mixed,gain_hnf_57,gain_hnf_ies,gain_dccs,gain_precalc,gain_tejas
ctl521,M,fifth,school4,school4_fifth,control_1,participant,137.8,4,F,F,T,sports,120,NA,7,2,0,17,1,1,7.765042181,8.245834136,7.838082676,7.21120973,7.563842755,983.3333333,1096.916667,1354.869141,1145.039714,56,12,12,32,11800,13163,44042,69005,1,1,0.96969697,0.98245614,983.3333333,1096.916667,1334.606061,1210.614035,158.0565683,96.66103693,265.5238854,264.4407005,7.692410224,8.223598535,7.475956243,7.377675894,7.461726762,1012.75,1347.768595,1295.701172,1218.739922,55,12,11,32,12153,14598,41481,68232,1,0.916666667,0.96969697,0.964912281,1012.75,1216.5,1257,1197.052632,205.2223295,358.1887517,208.465075,260.3553493,8.090083441,0.958333333,1013.608696,6.799884833,1,1615.958333,71,17,21,33,72,17,21,34,71,17,10,15,6,12,6,5,27,68,17,9,15,6,12,5,4,27,10,-0.072631957,-0.022235601,-0.362126433,0.166466164,-0.102115993,73.70020876,-1.290198607,1,-3
ctl522,M,fifth,school4,school4_fifth,control_1,participant,135.0333333,3,F,F,F,NA,NA,NA,0,3,0,1,3,0,2.714646465,2.916666667,2.5,2.727272727,2.719298246,2495.265306,2282.333333,2439.351852,2405.650164,31,7,6,18,20189,15829,50941,86959,0.583333333,0.5,0.545454545,0.543859649,1682.416667,1319.083333,1543.666667,1525.596491,659.8782888,652.9486209,374.740299,513.9313065,2.575757576,2.5,2.5,2.727272727,2.631578947,3278,2792,2603.638889,2891.212963,30,6,7,17,17222,14015,48334,79571,0.5,0.583333333,0.515151515,0.526315789,1518.5,1486,1409.606061,1448.614035,363.2225714,201.5625326,309.6596861,301.5491404,5.542978697,0.833333333,2087.6,6.598152646,1,1858.041667,66,17,21,28,67,17,21,29,64,14,9,15,6,12,4,4,27,62,13,9,15,5,12,4,4,27,1,-0.138888889,-0.416666667,0,0,-0.087719298,485.5627992,1.05517395,1,-2
ctl523,F,fifth,school4,school4_fifth,control_1,participant,131.8666667,3,F,F,F,NA,NA,NA,9,2,3,8,1,3,7.560891092,7.944240019,7.548830706,7.189602552,7.408284544,1061.333333,1212.333333,1397.601563,1223.756076,56,12,12,32,12736,14548,45368,72652,1,1,0.96969697,0.98245614,1061.333333,1212.333333,1374.787879,1274.596491,102.8152211,131.2342343,221.032486,223.3134296,6.326590319,8.149295942,3.333333333,7.497141683,7.229432825,1031.333333,1735.875,1281.212121,1349.473485,53,12,8,33,12376,15310,42280,69966,1,0.666666667,1,0.929824561,1031.333333,1275.833333,1281.212121,1227.473684,146.3832661,360.1726438,228.0905464,264.3219158,6.681009163,1,1824.541667,7.734571173,0.958333333,1202.565217,70,17,21,32,72,17,21,34,70,17,9,15,6,12,6,5,27,72,17,10,15,6,12,6,6,27,-1,-1.234300773,0.205055923,-4.215497372,0.307539131,-0.178851719,125.7174085,1.05356201,2,2
ctl524,M,fifth,school4,school4_fifth,control_1,participant,129.9333333,3,F,F,T,sports,60,NA,6,2,0,7,1,0,5.948027218,8.079723728,7.037085198,2.727272727,3.50877193,1054.833333,1288.92,2374.777778,1572.843704,40,12,10,18,12658,13295,44240,70193,1,0.833333333,0.545454545,0.701754386,1054.833333,1107.916667,1340.606061,1231.45614,223.358999,333.2723315,385.9808074,365.6842447,5.186073708,7.031886215,6.556637939,1.96969697,2.894736842,1345.44,1569.84,3608.715976,2174.665325,33,10,10,13,15212,15288,51743,82243,0.833333333,0.833333333,0.393939394,0.578947368,1267.666667,1274,1567.969697,1442.859649,391.9715512,421.9485104,348.1182885,395.3631892,5.756585158,0.833333333,2094.55,3.75,0.75,1791.333333,52,17,21,14,50,17,21,12,50,6,5,15,5,11,6,2,26,49,6,7,15,4,11,6,0,26,1,-0.76195351,-1.047837513,-0.480447259,-0.757575758,-0.614035088,601.8216217,-2.006585158,-2,-1
ctl525,M,fifth,school4,school4_fifth,control_1,participant,130.8666667,3,F,F,T,sports,90,NA,3,2,0,6,1,0,7.835619415,8.359750081,8.244346238,6.902761927,7.546775909,894.4166667,935.0833333,1460.653333,1096.717778,54,12,12,30,10733,11221,45836,67790,1,1,0.909090909,0.947368421,894.4166667,935.0833333,1388.969697,1189.298246,93.02732573,98.92831044,305.5970064,336.1001639,8.156748859,8.602559952,8.444748118,7.422938509,7.776202017,848.6666667,977.25,1254.322266,1026.746311,56,12,12,32,10184,11727,40922,62833,1,1,0.96969697,0.98245614,848.6666667,977.25,1240.060606,1102.333333,141.6271246,210.075798,234.4781359,268.9706791,6.640247447,0.916666667,1812.5,6.685299827,0.958333333,2101.217391,70,17,21,32,71,17,21,33,69,17,9,15,6,12,5,5,27,69,17,9,15,6,12,6,4,27,3,0.321129444,0.242809871,0.20040188,0.520176582,0.229426108,-69.97146701,0.04505238,1,0
ctlk01,F,kinder,school4,school4_kinder,control_1,rejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctlk02,F,kinder,school4,school4_kinder,control_1,participant,68.53333333,2,F,F,F,NA,NA,NA,2,3,0,0,3,0,3.118686869,3.75,3.333333333,2.272727273,2.807017544,1431.166667,1719.9375,3355.628571,2168.910913,32,9,8,15,14160,15037,46835,76032,0.75,0.666666667,0.454545455,0.561403509,1180,1253.083333,1419.242424,1333.894737,551.6655772,403.083898,755.4890813,654.6852484,4.219817333,7.242785332,2.083333333,3.333333333,3.421052632,1484.416667,3799.68,2211.613636,2498.570101,39,12,5,22,17813,18927,50806,87546,1,0.416666667,0.666666667,0.684210526,1484.416667,1577.25,1539.575758,1535.894737,429.67947,574.0774615,454.4799246,469.0133521,5.296880535,0.875,2311.238095,5.907949841,0.875,2284,34,9,11,14,44,8,18,18,35,9,4,7,4,1,6,4,8,34,10,5,9,5,0,1,4,9,-2,1.101130464,3.492785332,-1.25,1.060606061,0.614035088,329.6591883,0.611069306,10,-1
ctlk03,M,kinder,school4,school4_kinder,control_1,participant,71.56666667,3,F,F,F,NA,NA,NA,4,1,0,3,1,0,6.01463888,8.06155327,7.558120945,2.424242424,3.50877193,1016.666667,1195.833333,2777.929688,1663.476563,40,12,12,16,12200,14350,42569,69119,1,1,0.484848485,0.701754386,1016.666667,1195.833333,1289.969697,1212.614035,108.9030706,150.3999718,400.7768616,332.2214061,7.591843342,8.364404883,7.665863048,6.745262096,7.273452054,904.6666667,1094.479339,1501.373724,1166.83991,51,12,11,28,10856,11875,42860,65591,1,0.916666667,0.848484848,0.894736842,904.6666667,989.5833333,1298.787879,1150.719298,106.7020775,208.4184856,350.2824537,335.1697733,5.663689158,1,2798.416667,5.692375627,0.833333333,1833.9,55,16,21,18,46,12,17,17,40,12,4,10,5,1,4,4,11,39,12,6,6,4,2,5,4,8,-1,1.577204462,0.302851612,0.107742103,4.321019672,3.764680124,-496.6366525,0.028686469,-9,-1
ctlk04,F,kinder,school4,school4_kinder,control_1,participant,71.56666667,3,F,F,F,NA,NA,NA,6,1,0,2,3,0,5.310255586,8.241372819,3.75,3.939393939,6.19043344,1029.333333,1905.481481,1965.989645,1633.601487,47,12,9,26,12352,17107,50951,80410,1,0.75,0.787878788,0.824561404,1029.333333,1425.583333,1543.969697,1410.701754,286.566614,506.4147525,413.0127484,453.4970454,4.241920306,6.854548797,2.083333333,3.787878788,3.50877193,1416.266667,3269.28,2040.4032,2241.983289,40,10,5,25,14696,20631,50399,85726,0.833333333,0.416666667,0.757575758,0.701754386,1224.666667,1719.25,1527.242424,1503.964912,539.9749714,348.7586102,473.4193457,486.0083761,6.776618228,0.958333333,1653,6.613864796,1,1848.916667,48,14,21,13,52,11,21,20,42,14,4,11,3,1,5,4,12,53,12,9,14,4,4,5,5,18,-4,-1.06833528,-1.386824023,-1.666666667,-0.151515152,-2.681661511,608.3818023,-0.162753432,4,11
ctlk05,F,kinder,school4,school4_kinder,control_1,participant,77.83333333,3,F,F,F,NA,NA,NA,2,2,0,2,3,0,4.556042631,7.190855166,3.75,2.727272727,3.245614035,1209.36,1744.592593,2473.37037,1809.107654,37,10,9,18,12502,17776,49598,79876,0.833333333,0.75,0.545454545,0.649122807,1041.833333,1481.333333,1502.969697,1401.333333,355.5415417,364.0233093,544.5114487,505.4080506,6.331393624,8.105079761,7.555767778,3.333333333,3.947368421,1018.166667,1194.942149,2122.977273,1445.362029,45,12,11,22,12218,14049,44985,71252,1,0.916666667,0.666666667,0.789473684,1018.166667,1170.75,1363.181818,1250.035088,126.4162197,464.1933619,403.7836251,398.80182,6.650959756,0.916666667,1904,3.75,0.75,2082.166667,59,17,21,21,59,17,21,21,62,12,8,15,6,11,5,5,26,61,15,9,14,6,9,6,2,23,0,1.775350993,0.914224595,3.805767778,0.606060606,0.701754386,-363.7456249,-2.900959756,0,-1
ctlk06,M,kinder,school4,school4_kinder,control_1,participant,76.03333333,1,T,T,F,NA,NA,NA,0,3,0,0,3,0,3.218065079,6.851164935,0.833333333,1.96969697,2.280701754,1495.933884,8718,2440.730769,4218.221551,26,11,2,13,17084,16881,44766,78731,0.916666667,0.166666667,0.393939394,0.456140351,1423.666667,1406.75,1356.545455,1381.245614,276.2026046,679.2453199,633.0510984,579.2226096,3.930263596,6.639275637,3.333333333,1.818181818,2.719298246,1339.834711,2182.6875,3882.083333,2468.201848,31,11,8,12,15510,18408,50479,84397,0.916666667,0.666666667,0.363636364,0.543859649,1292.5,1534,1529.666667,1480.649123,593.6913033,381.0442589,504.4511043,502.7712662,3.125,0.625,3809.384615,3.958333333,0.791666667,2516.947368,25,13,10,2,45,13,21,11,23,3,3,12,1,3,0,1,15,23,0,1,14,1,4,2,1,18,0,0.712198517,-0.211889298,2.5,-0.151515152,0.438596491,-1750.019703,0.833333333,20,0
ctlk07,M,kinder,school4,school4_kinder,control_1,participant,70.63333333,2,F,F,F,NA,NA,NA,5,2,0,5,1,0,4.439225589,7.408585857,3.333333333,2.575757576,3.157894737,1354.710744,2283.5625,2700.519031,2112.930758,36,11,8,17,15660,20179,49220,85059,0.916666667,0.666666667,0.515151515,0.631578947,1305,1681.583333,1491.515152,1492.263158,489.919845,345.7107194,485.7676349,469.743301,5.749700146,7.497017121,7.327840893,2.424242424,3.333333333,1296.198347,1173.619835,2827.300781,1765.706321,38,11,11,16,15070,11959,49324,76353,0.916666667,0.916666667,0.484848485,0.666666667,1255.833333,996.5833333,1494.666667,1339.526316,425.7504248,482.7175832,534.1955205,534.1613288,5.535553092,0.958333333,2730.043478,6.379941239,0.958333333,1814.26087,60,17,21,22,57,17,20,20,46,14,7,10,6,2,6,1,12,56,15,8,14,6,4,6,3,18,0,1.310474557,0.088431264,3.994507559,-0.151515152,0.175438596,-347.2244373,0.844388147,-3,10
ctlk08,M,kinder,school4,school4_kinder,control_1,participant,68.23333333,3,F,F,F,NA,NA,NA,2,1,0,4,3,0,5.506789892,6.803832026,7.140780074,2.575757576,3.421052632,1282.92,1398.75,3006.311419,1895.993806,39,10,12,17,14691,16785,48280,79756,0.833333333,1,0.515151515,0.684210526,1224.25,1398.75,1463.030303,1399.22807,462.5437817,165.9737794,216.9466358,288.6014935,3.345959596,3.333333333,2.916666667,3.787878788,3.50877193,1756.875,2633.142857,1908.0864,2099.368086,40,8,7,25,15431,20752,50363,86546,0.666666667,0.583333333,0.757575758,0.701754386,1285.916667,1729.333333,1526.151515,1518.350877,666.6328495,322.7431665,394.4014548,466.6818085,5,1,5517.666667,4.791666667,0.958333333,3666.4,57,15,21,21,56,15,21,20,37,11,5,10,5,1,2,3,11,52,17,6,14,3,5,2,5,19,2,-2.160830296,-3.470498692,-4.224113407,1.212121212,0.087719298,203.3742795,-0.208333333,-1,15
ctlk09,M,kinder,school4,school4_kinder,control_1,participant,72.26666667,3,F,F,F,NA,NA,NA,2,1,0,1,3,0,4.254615867,3.75,6.741120327,2.272727273,2.98245614,1724.592593,1551.84,2423.52,1899.984198,34,9,10,15,18641,15145,38403,72189,0.75,0.833333333,0.454545455,0.596491228,1470.083333,1262.083333,1163.727273,1248.929825,442.9515587,509.434706,433.1193017,459.9015368,4.123293921,7.066851459,3.333333333,1.96969697,2.807017544,1376.92562,2136.75,3578.449704,2364.041775,32,11,8,13,15884,17624,52145,85653,0.916666667,0.666666667,0.393939394,0.561403509,1323.666667,1468.666667,1580.151515,1502.684211,367.2401576,484.5018685,392.7126113,413.9814591,3.958333333,0.791666667,1938.526316,3.541666667,0.708333333,2001.941176,57,15,20,22,44,7,17,20,33,14,4,4,6,0,2,3,4,36,12,6,5,6,1,4,2,6,-1,-0.131321946,3.316851459,-3.407786994,-0.303030303,-0.175438596,464.0575771,-0.416666667,-13,3
ctlk10,M,kinder,school4,school4_kinder,control_1,participant,71.9,4,F,F,F,NA,NA,NA,7,3,0,7,2,0,5.491820316,6.923375057,3.75,5.802085891,5.886443228,1448.132231,2155.407407,1972.002551,1858.514063,48,11,9,28,16602,19218,56850,92670,0.916666667,0.75,0.848484848,0.842105263,1383.5,1601.5,1722.727273,1625.789474,235.3030927,408.8359306,297.2872425,335.3419756,5.551135204,6.650959756,6.51759737,3.484848485,3.947368421,1660.264463,1682.677686,2168.478261,1837.140137,45,11,11,23,18741,18967,53307,91015,0.916666667,0.916666667,0.696969697,0.789473684,1561.75,1580.583333,1615.363636,1596.754386,417.9985048,229.720169,434.438993,391.2273855,5.701922571,0.958333333,2351.782609,5.51860391,0.958333333,2524.26087,62,17,18,27,67,17,21,29,63,12,8,15,6,12,6,4,27,68,15,9,15,6,12,6,5,27,0,0.059314888,-0.272415301,2.76759737,-2.317237406,-1.939074807,-21.37392673,-0.183318661,5,5
ctlk11,M,kinder,school4,school4_kinder,control_1,participant,77.9,1,F,F,F,NA,NA,NA,4,3,0,5,2,0,2.512626263,1.666666667,3.75,2.121212121,2.368421053,3072.75,1969.185185,3461.969388,2834.634858,27,4,9,14,13215,19292,56957,89464,0.333333333,0.75,0.424242424,0.473684211,1101.25,1607.666667,1725.969697,1569.54386,866.9788846,307.6335876,428.776638,577.0752634,5.893852206,7.000894099,7.650359488,3.03030303,3.684210526,1425.96,1164.25,2753.85,1781.353333,42,10,12,20,15883,13971,54067,83921,0.833333333,1,0.606060606,0.736842105,1323.583333,1164.25,1638.393939,1472.298246,417.0211371,134.1506107,465.6613536,450.4827555,5.669883722,0.958333333,2421.565217,5.786715312,1,2326.875,52,14,21,17,60,16,21,23,43,11,5,10,6,1,6,4,11,49,15,7,11,5,3,6,2,14,1,3.381225943,5.334227432,3.900359488,0.909090909,1.315789474,-1053.281524,0.116831591,8,6
ctlk12,M,kinder,school4,school4_kinder,control_1,participant,76.73333333,2,F,F,F,NA,NA,NA,4,2,0,4,2,0,3.886258812,3.75,6.24210977,1.666666667,2.631578947,1559.666667,1746.48,4145.454545,2483.867071,20,9,10,11,13511,16881,66000,96392,0.75,0.833333333,0.333333333,0.350877193,1125.916667,1406.75,1577.242424,1446.333333,594.3793491,417.1631739,504.7332235,530.6489064,2.449494949,3.75,0.416666667,3.181818182,2.719298246,1676.148148,10428,2464.07483,4856.074326,31,9,1,21,17314,17854,56929,92097,0.75,0.083333333,0.636363636,0.543859649,1442.833333,1487.833333,1725.121212,1615.736842,433.3025047,636.7583862,392.1450431,470.488444,3.958333333,0.791666667,2158.052632,4.994179041,0.958333333,3401.913043,30,10,8,12,58,17,21,20,25,7,3,6,4,1,2,2,7,44,14,6,11,6,2,3,2,13,0,-1.436763863,0,-5.825443103,1.515151515,0.087719298,2372.207255,1.035845708,28,19
ctlk13,F,kinder,school4,school4_kinder,control_1,participant,70.26666667,3,F,F,F,NA,NA,NA,2,3,0,2,3,0,1.679292929,1.666666667,1.25,2.121212121,1.842105263,4812.75,4757.333333,2712.397959,4094.160431,21,4,3,14,17344,19296,47572,84212,0.333333333,0.25,0.424242424,0.368421053,1445.333333,1608,1441.575758,1477.403509,648.4095694,609.8402175,441.0797852,521.0009549,3.04454888,6.254858761,1.666666667,1.212121212,1.929824561,1700.4,3475.5,5996.71875,3724.20625,22,10,4,8,17080,16217,51377,84674,0.833333333,0.333333333,0.242424242,0.385964912,1423.333333,1351.416667,1556.878788,1485.508772,580.9387909,558.4702252,639.885476,607.6289729,5.158847067,1,3087.666667,5.159901374,0.916666667,3207,47,12,20,15,47,12,20,15,41,7,1,12,6,6,5,4,18,50,7,4,15,6,9,6,3,24,0,1.365255951,4.588192094,0.416666667,-0.909090909,0.087719298,-369.9541808,0.001054307,0,9
ctlk14,M,kinder,school4,school4_kinder,control_1,participant,70.26666667,3,F,F,F,NA,NA,NA,3,1,0,1,3,0,4.007959305,7.175393066,3.333333333,1.515151515,2.543859649,1348.561983,2019.9375,3768.93,2379.143161,29,11,8,10,15598,17520,41522,74640,0.916666667,0.666666667,0.303030303,0.50877193,1299.833333,1460,1258.242424,1309.473684,341.9244556,443.0444263,561.2047326,497.9109611,4.357322019,6.821966056,2.916666667,3.333333333,3.50877193,1563.966942,2342.938776,2343.068182,2083.324633,40,11,7,22,17770,18259,53644,89673,0.916666667,0.583333333,0.666666667,0.701754386,1480.833333,1521.583333,1625.575758,1573.210526,424.2102466,414.876862,347.8886343,377.2686963,5.098816702,0.916666667,2893.272727,4.517157694,0.875,3295.666667,34,13,8,13,61,17,21,23,52,12,3,14,6,7,6,4,21,67,16,7,15,6,11,6,6,26,-2,0.349362714,-0.35342701,-0.416666667,1.818181818,0.964912281,-295.818528,-0.581659008,27,15
ctlk15,M,kinder,school4,school4_kinder,control_1,participant,76.26666667,2,F,F,T,sports,60,NA,2,3,0,3,2,0,1.931818182,2.916666667,1.666666667,1.212121212,1.666666667,2015.755102,4656.75,5065.5,3912.668367,19,7,4,8,16683,16139,49822,82644,0.583333333,0.333333333,0.242424242,0.333333333,1390.25,1344.916667,1509.757576,1449.894737,641.4129467,636.2860218,585.7140423,601.339537,3.535702473,7.72831954,1.666666667,1.212121212,2.01754386,1169.355372,4064.25,5093.859375,3442.488249,23,11,4,8,13791,15503,54374,83668,0.916666667,0.333333333,0.242424242,0.403508772,1149.25,1291.916667,1647.69697,1467.859649,453.393292,686.1772178,535.1526934,586.4811055,5.789645985,0.958333333,2700.913043,3.541666667,0.708333333,3401.076923,36,11,8,17,56,16,16,24,38,13,4,13,2,4,1,1,17,52,14,4,14,5,8,4,3,22,1,1.603884291,4.811652873,0,0,0.350877193,-470.1801184,-2.247979318,20,14
ctlk16,F,kinder,school4,school4_kinder,control_1,participant,75.2,2,F,F,F,NA,NA,NA,1,3,0,6,1,0,4.09914449,7.751978924,3.333333333,1.212121212,2.456140351,1205.333333,2167.5,5601.234375,2991.355903,28,12,8,8,14464,14799,53080,82343,1,0.666666667,0.242424242,0.49122807,1205.333333,1233.25,1608.484848,1444.614035,244.0727661,565.3554192,473.3188752,490.0709772,5.714279455,7.975134545,6.743461395,2.424242424,3.333333333,1081.916667,1498.68,2802.9375,1794.511389,38,12,10,16,12983,16489,52408,81880,1,0.833333333,0.484848485,0.666666667,1081.916667,1374.083333,1588.121212,1436.491228,245.8582216,340.984526,458.8813679,443.1286947,6.406174181,1,2589.625,6.575157964,1,2324.173913,41,6,20,15,46,10,15,21,32,11,5,1,5,2,5,3,3,43,17,5,5,6,2,5,3,7,5,1.615134965,0.22315562,3.410128062,1.212121212,0.877192982,-1196.844514,0.168983783,5,11
ctlk17,F,kinder,school4,school4_kinder,control_1,participant,79.33333333,3,F,F,T,church,120,NA,6,2,0,7,1,0,5.668831409,7.72258356,6.556637939,2.727272727,3.421052632,1150.413223,1582.44,2494.25,1742.367741,39,11,10,18,13600,16272,46762,76634,0.916666667,0.833333333,0.545454545,0.684210526,1133.333333,1356,1417.030303,1344.45614,372.2106767,321.0904715,543.9713047,478.7870862,7.139134693,8.020067574,7.163643351,6.233693153,6.803451228,1058.916667,1313.157025,1731.028807,1367.700833,50,12,11,27,12707,15241,49306,77254,1,0.916666667,0.818181818,0.877192982,1058.916667,1270.083333,1494.121212,1355.333333,246.668146,270.8889267,330.3313448,347.0668078,5.641945241,1,2491.208333,5,1,3628.590909,59,17,18,24,62,17,21,24,52,11,9,14,6,2,6,4,16,55,11,8,15,4,7,6,4,22,1,1.470303284,0.297484014,0.607005412,3.506420426,3.382398596,-374.6669084,-0.641945241,3,3
ctlk18,M,kinder,school4,school4_kinder,control_1,participant,73.43333333,4,F,F,F,NA,NA,NA,0,3,0,0,3,0,4.3942482,7.273653692,3.333333333,2.575757576,3.157894737,1149.719008,1828.6875,2469.633218,1816.013242,36,11,8,17,13593,14670,42921,71184,0.916666667,0.666666667,0.515151515,0.631578947,1132.75,1222.5,1300.636364,1248.842105,298.162288,492.0837881,416.2140989,410.6526943,3.131313131,3.75,2.916666667,2.727272727,2.98245614,1627.259259,2456.571429,2359.296296,2147.708995,34,9,7,18,15347,17427,48099,80873,0.75,0.583333333,0.545454545,0.596491228,1278.916667,1452.25,1457.545455,1418.824561,425.6988817,468.1235511,438.4165464,440.2194308,3.541666667,0.708333333,1969.705882,3.958333333,0.791666667,1445.473684,22,5,8,9,29,6,9,14,20,8,5,2,4,0,0,1,2,23,13,2,1,3,0,1,3,1,0,-1.262935069,-3.523653692,-0.416666667,0.151515152,-0.175438596,331.6957526,0.416666667,7,3
ctl2k01,M,kinder,school5,school5_kinder,control_2,participant,72.5,3,F,F,F,NA,NA,NA,4,3,0,5,1,0,4.26596559,7.078199799,3.75,1.96969697,2.894736842,1561.785124,1676.592593,3284.769231,2174.382316,33,11,9,13,16000,17317,45851,79168,0.916666667,0.75,0.393939394,0.578947368,1333.333333,1443.083333,1389.424242,1388.912281,464.3890088,446.3617486,495.022918,472.0334537,5.542755467,8.129240546,6.832359189,1.666666667,2.98245614,1012.416667,1615.834711,3673.636364,2100.629247,34,12,11,11,13149,17331,47348,77828,1,0.916666667,0.333333333,0.596491228,1012.416667,1444.25,1404.484848,1330.315789,157.3839881,406.1464413,502.1177726,457.1829174,6.657798153,0.916666667,1838.227273,5.447505349,1,3078.818182,49,15,21,13,54,17,21,16,30,4,2,7,6,5,2,4,12,27,5,2,10,2,4,1,3,14,1,1.276789877,1.051040746,3.082359189,-0.303030303,0.087719298,-73.75306876,-1.210292804,5,-3
ctl2k02,M,kinder,school5,school5_kinder,control_2,participant,79.23333333,3,F,F,F,NA,NA,NA,2,2,0,3,2,0,3.662835399,6.821839529,2.5,1.666666667,2.368421053,1385.16,2101,3721.090909,2402.41697,27,10,6,11,15543,17269,44885,77697,0.833333333,0.5,0.333333333,0.473684211,1295.25,1439.083333,1360.151515,1363.105263,416.860152,662.7033422,638.208142,596.1356115,4.176069595,7.869117877,2.083333333,2.575757576,2.98245614,1080.181818,3677.76,2968.058824,2575.333547,34,12,5,17,11978,21662,54119,87759,1,0.416666667,0.515151515,0.596491228,998.1666667,1805.166667,1639.969697,1539.631579,303.3886896,283.2746285,648.2245215,598.1813996,6.066652608,1,2489.916667,3.958333333,0.791666667,2358.428571,31,11,18,2,42,17,19,6,30,1,1,15,1,12,0,0,27,28,0,2,15,0,11,0,0,26,1,0.513234197,1.047278348,-0.416666667,0.909090909,0.614035088,172.9165775,-2.108319274,11,-2
ctl2k03,F,kinder,school5,school5_kinder,control_2,participant,69.43333333,1,F,F,F,NA,NA,NA,4,1,0,3,2,0,1.805555556,3.333333333,0.416666667,1.666666667,1.754385965,1618.125,NA,3036,NA,20,8,1,11,16630,16689,46492,79811,0.666666667,0.083333333,0.333333333,0.350877193,1385.833333,1390.75,1408.848485,1400.192982,508.2933715,624.5250013,732.5485531,658.8738075,3.752690722,6.750496407,2.083333333,2.424242424,2.719298246,1643.88,2740.32,2975.542969,2453.247656,31,10,5,16,17699,14677,51755,84131,0.833333333,0.416666667,0.484848485,0.543859649,1474.916667,1223.083333,1568.333333,1475.982456,453.6252876,510.2395976,552.6374075,533.67558,5.791652161,1,2784.625,5.992358597,0.958333333,2245.913043,28,10,9,9,30,12,11,7,15,5,3,4,0,1,1,1,5,15,3,2,4,2,2,0,2,6,-1,1.947135166,3.417163074,1.666666667,0.757575758,0.964912281,NA,0.200706436,2,0
