id,sex,grade,school,class_id,condition,status,age_mths,ed_level,esp_fl,foreign_born,activity,name,time,attendence,total_points_pre,fwd_att_pre,bwd_att_pre,total_points_post,fwd_att_post,bwd_att_post,nih_score_overall_pre,nih_score_hearts_pre,nih_score_flowers_pre,nih_score_mixed_pre,nih_score_overall_57_pre,ies_hearts_pre,ies_flowers_pre,ies_mixed_pre,ies_overall_pre,hnf_total_pre,score_hearts_pre,score_flowers_pre,score_heart_flowers_pre,time_seconds_hearts_pre,time_seconds_flowers_pre,time_seconds_heart_flowers_pre,total_time_pre,acc_prop_hearts_pre,acc_prop_flowers_pre,acc_prop_mixed_pre,acc_prop_overall_pre,rt_mean_hearts_pre,rt_mean_flowers_pre,rt_mean_mixed_pre,rt_mean_overall_pre,rt_sd_hearts_pre,rt_sd_flowers_pre,rt_sd_mixed_pre,rt_sd_overall_pre,nih_score_overall_post,nih_score_hearts_post,nih_score_flowers_post,nih_score_mixed_post,nih_score_overall_57_post,ies_hearts_post,ies_flowers_post,ies_mixed_post,ies_overall_post,hnf_total_post,score_hearts_post,score_flowers_post,score_heart_flowers_post,time_seconds_hearts_post,time_seconds_flowers_post,time_seconds_heart_flowers_post,total_time_post,acc_prop_hearts_post,acc_prop_flowers_post,acc_prop_mixed_post,acc_prop_overall_post,rt_mean_hearts_post,rt_mean_flowers_post,rt_mean_mixed_post,rt_mean_overall_post,rt_sd_hearts_post,rt_sd_flowers_post,rt_sd_mixed_post,rt_sd_overall_post,dccs_tv_score_pre,dccs_mean_acc_pre,dccs_mean_rt_pre,dccs_tv_score_post,dccs_mean_acc_post,dccs_mean_rt_post,precalc_puntaje_total_pre,precalc_puntaje_ambito_1_pre,precalc_puntaje_ambito_2_pre,precalc_puntaje_ambito_3_pre,precalc_puntaje_total_post,precalc_puntaje_ambito_1_post,precalc_puntaje_ambito_2_post,precalc_puntaje_ambito_3_post,tejas_puntaje_total_pre,tejas_puntaje_ambito_1_pre,tejas_puntaje_ambito_2_pre,tejas_puntaje_ambito_3_pre,tejas_puntaje_ambito_4_pre,tejas_puntaje_ambito_5_pre,tejas_puntaje_ambito_6_pre,tejas_puntaje_ambito_7_pre,tejas_puntaje_ambito_letra_pre,tejas_puntaje_total_post,tejas_puntaje_ambito_1_post,tejas_puntaje_ambito_2_post,tejas_puntaje_ambito_3_post,tejas_puntaje_ambito_4_post,tejas_puntaje_ambito_5_post,tejas_puntaje_ambito_6_post,tejas_puntaje_ambito_7_post,tejas_puntaje_ambito_letra_post,gain_corsi,gain_hnf_overall,gain_hnf_hearts,gain_hnf_flowers,gain_hnf_mixed,gain_hnf_57,gain_hnf_ies,gain_dccs,gain_precalc,gain_tejas
ctl2k04,M,kinder,school5,school5_kinder,control_2,participant,75.83333333,2,F,F,F,NA,NA,NA,3,3,0,6,3,0,3.921548821,6.99191919,2.5,2.272727273,2.719298246,1380.36,2353.333333,3160.813333,2298.168889,31,10,6,15,13761,14571,51827,80159,0.833333333,0.5,0.454545455,0.543859649,1146.75,1214.25,1570.515152,1406.298246,476.4839261,449.3508702,510.4810918,520.9586961,5.080763718,8.386230549,2.916666667,3.939393939,3.947368421,944.5,2461.959184,1769.893491,1725.450892,45,12,7,26,11334,18491,47372,77197,1,0.583333333,0.787878788,0.789473684,944.5,1540.916667,1435.515152,1354.333333,274.1487652,438.3005317,478.3410212,480.1905252,3.75,0.75,2046.666667,5.780531463,0.833333333,1903.4,55,17,21,17,54,17,18,19,48,7,6,13,6,10,3,3,23,59,12,8,15,6,12,3,3,27,3,1.159214897,1.394311359,0.416666667,1.666666667,1.228070175,-572.7179973,2.030531463,-1,11
ctl2k05,M,kinder,school5,school5_kinder,control_2,participant,68.46666667,3,F,F,F,NA,NA,NA,1,3,0,2,3,0,7.185667142,7.886073849,7.551150367,6.119777208,6.662961722,1199.666667,1213.75,1796.847737,1403.421468,51,12,12,27,14396,14565,50188,79149,1,1,0.818181818,0.894736842,1199.666667,1213.75,1520.848485,1388.578947,385.5155541,128.092385,366.7337353,365.7551849,4.572567134,3.75,3.75,6.217701401,3.947368421,1341.333333,1859.703704,1722.156379,1641.064472,45,9,9,27,13330,18553,48178,80061,0.75,0.75,0.818181818,0.789473684,1110.833333,1546.083333,1459.939394,1404.578947,502.6214613,312.5887389,354.3495749,406.3916543,6.542346517,0.958333333,2217.695652,6.526713126,0.958333333,1712.217391,61,17,21,23,48,10,20,18,34,12,4,7,4,0,4,3,7,38,15,3,9,4,0,3,4,9,1,-2.613100008,-4.136073849,-3.801150367,0.097924192,-2.715593301,237.6430041,-0.015633392,-13,4
ctl2k06,F,kinder,school5,school5_kinder,control_2,participant,75.53333333,3,F,F,F,NA,NA,NA,3,3,0,4,2,0,4.27153951,6.791891258,2.083333333,3.939393939,3.596491228,1370.64,2696.16,1793.081361,1953.293787,41,10,5,26,13522,16428,47288,77238,0.833333333,0.416666667,0.787878788,0.719298246,1126.833333,1369,1432.969697,1355.052632,520.3977209,484.6063069,441.3714057,474.78933,7.327463289,7.78048093,7.626833696,6.575075242,7.215705754,1092.991736,1204.859504,1506.62069,1268.15731,51,11,11,29,13021,12881,44682,70584,0.916666667,0.916666667,0.878787879,0.894736842,1085.083333,1073.416667,1354,1238.315789,352.2366091,375.7964774,378.3275697,390.6986031,6.259328121,0.958333333,2049.956522,6.851164935,0.916666667,1500.136364,53,10,21,22,48,9,21,18,41,12,7,8,5,2,4,3,10,33,10,4,8,6,1,2,2,9,1,3.055923779,0.988589672,5.543500363,2.635681303,3.619214525,-685.1364772,0.591836814,-5,-8
ctl2k07,M,kinder,school5,school5_kinder,control_2,participant,74.13333333,3,F,F,F,NA,NA,NA,3,3,0,6,3,0,4.172723213,8.313624186,0.416666667,3.787878788,3.333333333,966.6666667,22608,1940.928,8505.198222,38,12,1,25,11600,17316,50356,79272,1,0.083333333,0.757575758,0.666666667,966.6666667,1443,1525.939394,1390.736842,158.6358513,343.0597616,357.3741859,388.5036554,4.667670135,7.184828588,3.333333333,3.484848485,3.684210526,1392.892562,2088.9375,2167.457467,1883.095843,42,11,8,23,16045,18212,51853,86110,0.916666667,0.666666667,0.696969697,0.736842105,1337.083333,1517.666667,1541,1493.157895,341.8533599,311.9199587,468.7587999,417.5246267,5.232083162,0.958333333,2840.652174,4.858503821,0.958333333,3375.826087,57,13,21,23,60,15,21,24,44,11,8,10,6,1,5,3,11,50,16,7,9,6,3,5,4,12,3,0.494946922,-1.128795597,2.916666667,-0.303030303,0.350877193,-6622.102379,-0.373579341,3,6
ctl2k08,F,kinder,school5,school5_kinder,control_2,participant,77.7,3,F,F,F,NA,NA,NA,0,3,0,4,3,0,4.408509833,7.164923439,3.333333333,2.727272727,3.333333333,1360.333333,1746.75,2448.686275,1851.923203,38,12,8,18,16324,17316,43478,77118,1,0.666666667,0.545454545,0.666666667,1360.333333,1443,1317.515152,1352.947368,209.0577708,597.3112482,531.3714638,492.4451174,5.66760187,7.165989339,6.503482938,3.333333333,3.771929825,1316.132231,1471.92,2201.386364,1663.146198,43,11,10,22,13827,16266,46011,76104,0.916666667,0.833333333,0.666666667,0.754385965,1152.25,1355.5,1394.272727,1335.157895,380.7342488,423.7571131,549.9376256,495.8644972,6.304556591,0.916666667,1804.619048,3.75,0.75,2194.611111,28,8,9,11,37,13,17,7,27,6,0,8,5,0,6,2,8,27,7,1,6,6,1,3,3,7,4,1.259092037,0.001065901,3.170149605,0.606060606,0.438596491,-188.7770043,-2.554556591,9,0
ctl2k09,F,kinder,school5,school5_kinder,control_2,participant,71.7,3,F,F,F,NA,NA,NA,3,3,0,2,3,0,5.400468489,7.582656006,6.649052492,1.96969697,3.070175439,1202.833333,1533.96,3459.337278,2065.37687,40,12,10,18,14434,16783,49910,81127,1,0.833333333,0.545454545,0.701754386,1202.833333,1398.583333,1512.424242,1423.280702,125.3459455,371.386948,461.354665,408.6978343,6.474444051,6.370835343,6.819431804,6.233065007,6.332893271,1664.727273,1500.84,1785.66199,1650.409754,49,11,10,28,17247,15330,52094,84671,0.916666667,0.833333333,0.848484848,0.859649123,1437.25,1277.5,1578.606061,1485.45614,384.0348291,231.1160669,302.0477962,326.3022301,5.988737813,0.916666667,1890.818182,6.097015757,0.916666667,1762.818182,44,10,21,13,52,13,18,21,33,9,5,6,3,1,5,4,7,35,8,5,7,6,1,5,3,8,-1,1.073975562,-1.211820663,0.170379312,4.263368037,3.262717832,-414.9671163,0.108277944,8,2
ctl2k10,M,kinder,school5,school5_kinder,control_2,participant,76.33333333,2,F,F,T,sports,90,NA,0,3,0,1,3,0,2.613636364,2.5,2.916666667,2.424242424,2.543859649,2611,1786.857143,2439.550781,2279.135975,29,6,7,16,14539,16254,46381,77174,0.5,0.583333333,0.484848485,0.50877193,1211.583333,1354.5,1405.484848,1353.929825,724.3514288,777.925271,529.9609727,623.1647586,2.159090909,2.083333333,3.333333333,1.060606061,1.754385965,3524.64,1916.625,5616.061224,3685.775408,20,5,8,7,16327,17461,47572,81360,0.416666667,0.666666667,0.212121212,0.350877193,1360.583333,1455.083333,1441.575758,1427.368421,681.9050132,454.2036905,600.3298068,582.2726298,3.75,0.75,3092.666667,5.024565704,0.875,2705.095238,47,12,17,18,47,12,17,18,11,3,3,5,0,0,0,0,5,12,2,0,6,1,1,1,1,7,1,-0.454545455,-0.416666667,0.416666667,-1.363636364,-0.789473684,1406.639433,1.274565704,0,1
ctl2k11,M,kinder,school5,school5_kinder,control_2,participant,76.33333333,2,F,F,T,sports,90,NA,0,3,0,2,1,0,3.599704085,6.821839529,2.916666667,1.060606061,2.105263158,1385.16,1780.163265,5787.122449,2984.148571,27,10,9,8,16473.926,18357.2,47002.34,81833.466,0.833333333,0.75,0.242424242,0.473684211,1295.25,1439.083333,1360.151515,1363.105263,416.860152,662.7033422,638.208142,596.1356115,2.095959596,3.333333333,0.833333333,2.121212121,2.105263158,2445.9375,11148,2604.642857,5399.526786,24,8,2,14,19914,17376,45731,83021,0.666666667,0.166666667,0.424242424,0.421052632,1576.166667,1448,1355.484848,1421.421053,448.5819745,564.6891341,555.7989813,535.2836013,4.583333333,0.916666667,4536,3.958333333,0.791666667,2780.736842,45,12,15,18,36,13,12,11,4,1,0,3,0,0,0,0,3,19,4,1,5,1,1,6,1,6,2,-1.50374449,-3.488506196,-2.083333333,1.060606061,0,2415.378214,-0.625,-9,15
ctl2k12,F,kinder,school5,school5_kinder,control_2,participant,71.8,3,F,F,F,NA,NA,NA,2,2,0,2,2,0,3.636326326,6.59079716,2.5,1.818181818,2.456140351,1567.08,3040.666667,3706,2771.248889,28,10,6,12,17059,19283,51940,88282,0.833333333,0.5,0.363636364,0.49122807,1421.583333,1606.916667,1573.939394,1548.807018,324.2556394,560.1096416,706.4626644,609.9468489,2.828282828,3.75,2.916666667,1.818181818,2.456140351,1772,2645.387755,3912.5,2776.629252,28,9,7,12,17961,18963,53267,90191,0.75,0.583333333,0.363636364,0.49122807,1496.75,1580.25,1583.848485,1564.754386,365.9404137,542.1797966,635.9691483,562.5136278,6.265078254,1,2604.416667,5.604398423,0.958333333,2479.130435,29,14,15,0,29,14,15,0,40,9,5,12,5,5,3,1,17,50,10,6,14,5,9,3,3,23,0,-0.808043498,-2.84079716,0.416666667,0,0,5.380362812,-0.660679832,0,10
ctl2k13,F,kinder,school5,school5_kinder,control_2,drop-out,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,4.050903008,6.84967872,3.333333333,1.96969697,2.719298246,1464.12,2202.5625,3248.449704,2305.044068,31,10,8,13,14293,12938,48093,78672,0.833333333,0.666666667,0.393939394,0.543859649,1259,1350.166667,1428.606061,1376.385965,442.9063106,616.3334153,436.9580171,476.4037061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.375,0.875,3754.47619,NA,NA,NA,47,12,15,18,NA,NA,NA,NA,34,12,4,7,4,0,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ctl2k14,F,kinder,school5,school5_kinder,control_2,participant,73.96666667,2,F,F,T,church,60,NA,3,2,0,4,2,0,6.137410632,7.816306387,3.75,6.84592551,7.023130271,1097.166667,1519.555556,1484.254459,1366.992227,50,12,9,29,13166,14696,44886,72748,1,0.75,0.878787879,0.877192982,1097.166667,1224.666667,1360.181818,1276.280702,82.54457015,426.8238584,294.5564944,313.5225416,5.422315234,7.073654923,6.617533203,2.575757576,3.333333333,1285.487603,1506.6,2989.868512,1927.318705,38,11,10,17,14962,16555,55137,86654,0.916666667,0.833333333,0.515151515,0.666666667,1246.833333,1379.583333,1670.818182,1520.245614,292.8536194,320.3820045,431.8133606,420.9249289,6.171523359,1,2259.666667,6.537787553,1,2066.782609,54,12,21,21,43,15,13,15,42,10,3,12,6,3,6,2,15,35,6,6,11,4,1,3,4,12,1,-0.715095398,-0.742651464,2.867533203,-4.270167934,-3.689796938,560.3264781,0.366264194,-11,-7
ctl2k15,M,kinder,school5,school5_kinder,control_2,participant,76.53333333,2,F,F,F,NA,NA,NA,2,3,0,4,1,0,3.459740827,8.106495208,0,2.272727273,2.368421053,1040,NA,2303.242857,NA,39,12,0,18,12480,11277,36024,59781,1,0,0.545454545,0.684210526,1040,939.75,1091.636364,1048.789474,196.3984818,192.3718582,378.1726473,316.5670622,5.208255401,8.238402566,3.75,3.636363636,3.947368421,1017.666667,1368,1828.177083,1404.614583,45,12,9,24,12212,12334,47054,71600,1,0.75,0.727272727,0.789473684,1017.666667,1027.833333,1395.575758,1238.596491,240.177712,495.7330354,384.1519093,422.410255,7.168337302,0.916666667,1284.761905,7.949588469,1,1456.958333,60,17,21,22,62,17,20,25,28,5,2,9,3,3,4,2,12,40,9,5,11,3,3,4,5,14,2,1.748514574,0.131907357,3.75,1.363636364,1.578947368,NA,0.781251167,2,12
dig501,M,fifth,school2,school2_fifth,digital,participant,138.9666667,4,F,F,F,NA,NA,22,11,1,3,17,1,1,7.99397336,8.409806188,8.216225868,7.355888025,7.752936502,954.5,921.8333333,1279.87793,1052.070421,56,12,12,32,11454,11062,41715,64231,1,1,0.96969697,0.98245614,954.5,921.8333333,1264.090909,1126.859649,277.3129181,135.627051,256.9664817,287.9632565,8.144871538,8.721766046,8.067131589,7.645716977,7.839208715,825.0833333,1021.666667,1196.088867,1014.279622,56,12,12,32,9901,12260,39115,61276,1,1,0.96969697,0.98245614,825.0833333,1021.666667,1185.30303,1075.017544,109.6394573,158.9169785,261.6142777,259.9900748,8.318202617,1,1024.666667,8.096602125,1,1087.375,70,17,21,32,72,17,21,34,69,17,9,15,6,12,6,4,27,69,17,9,15,6,12,6,4,27,6,0.150898177,0.311959858,-0.149094278,0.289828952,0.086272214,-37.79079861,-0.221600491,2,0
dig502,M,fifth,school2,school2_fifth,digital,drop-out,NA,NA,NA,NA,NA,NA,NA,NA,10,1,3,NA,NA,NA,8.32477304,8.782432634,8.376855782,7.815030706,8.013212859,802.1666667,905.75,1141.090909,949.6691919,57,12,12,33,9626,10869,37656,58151,1,1,1,1,802.1666667,905.75,1141.090909,1020.192982,51.63831089,86.75684411,183.585192,207.0442015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.296280001,1,1753.708333,NA,NA,NA,64,17,15,32,NA,NA,NA,NA,70,16,10,15,6,12,6,5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dig503,F,fifth,school2,school2_fifth,digital,participant,139.2,2,F,F,F,NA,NA,20,4,1,0,6,1,0,7.430193075,8.144986206,7.861326658,6.284266359,7.151834672,966.6666667,1047,1682.139918,1231.935528,51,12,12,27,11600,12564,46010,70174,1,1,0.818181818,0.894736842,966.6666667,1047,1394.242424,1231.122807,101.0952146,91.44894254,340.8068579,328.5606092,7.706277352,8.211811599,7.787112252,7.119908206,7.47141886,981.1666667,1172.666667,1325.72,1159.851111,54,12,12,30,11774,14072,41163,67009,1,1,0.909090909,0.947368421,981.1666667,1172.666667,1247.363636,1175.596491,116.2707134,331.7091643,280.6641474,283.5826196,5.854742899,1,2135.958333,7.072509282,1,1759.041667,64,17,21,26,68,17,21,30,69,16,10,15,6,12,6,4,27,72,17,10,15,6,12,6,6,27,2,0.276084277,0.066825392,-0.074214407,0.835641847,0.319584188,-72.08441701,1.217766383,4,3
dig504,M,fifth,school2,school2_fifth,digital,participant,138.3333333,2,F,F,T,sports,300,23,4,2,0,5,1,0,2.537878788,2.5,3.75,1.363636364,2.105263158,2500.666667,1846.814815,4032.111111,2793.197531,24,6,9,9,19502,16938,48482,84922,0.5,0.75,0.272727273,0.421052632,1625.166667,1411.5,1469.151515,1489.859649,594.6930199,456.880032,504.2904744,511.1577349,8.278424946,8.758305624,8.686686349,7.390282866,7.902495374,731.0082645,896.8333333,1221.126276,949.6559578,51,11,12,28,10076,10762,33028,53866,0.916666667,1,0.848484848,0.894736842,756.3333333,896.8333333,1000.848485,927.4736842,300.6224855,232.4098391,209.4601873,251.1625189,7.652765138,1,1773.541667,6.577404179,0.958333333,1623.956522,63,17,18,28,67,17,21,29,63,14,9,15,3,12,6,4,27,68,15,10,15,6,12,6,4,27,1,5.740546159,6.258305624,4.936686349,6.026646502,5.797232216,-1843.541573,-1.075360959,4,5
dig505,M,fifth,school2,school2_fifth,digital,participant,129.7666667,3,F,F,F,NA,NA,20,10,2,3,7,1,0,8.222512482,8.617822814,8.250302597,7.799412033,7.946108427,890.0833333,987.25,1129.766602,1002.366645,56,12,12,32,10681,11847,37057,59585,1,1,0.96969697,0.98245614,890.0833333,987.25,1122.939394,1045.350877,211.5885623,187.0450237,263.7562724,254.6682359,8.433884756,9.174972291,8.542329848,7.584352129,7.96954761,673.8333333,937.5,1182.368366,931.2338999,55,12,12,31,8086,11250,37480,56816,1,1,0.939393939,0.964912281,673.8333333,937.5,1135.757576,996.7719298,37.03274554,336.8108452,274.5680733,316.4094893,5.356651768,0.833333333,2530.75,7.647955911,1,1202.125,70,17,21,32,71,17,21,33,67,17,9,15,4,12,6,4,27,70,17,9,15,5,12,6,6,27,-3,0.211372274,0.557149476,0.292027251,-0.215059904,0.023439183,-71.13274509,2.291304143,1,3
dig506,F,fifth,school2,school2_fifth,digital,participant,128.5666667,3,F,F,F,NA,NA,17,7,1,3,5,1,0,7.455059519,7.615708629,7.227687755,7.521782173,7.480938908,1175.583333,1265.157025,1223.15918,1221.299846,55,12,11,32,14107,14757,39955,68819,1,0.916666667,0.96969697,0.964912281,1175.583333,1229.75,1210.757576,1207.350877,88.0314596,255.5860022,210.0014926,199.7116217,7.828879202,8.577305905,7.648418914,7.260912787,7.554890127,877.25,1075.44,1330.782518,1094.490839,53,12,10,31,10527,11397,40695,62619,1,0.833333333,0.939393939,0.929824561,877.25,949.75,1233.181818,1098.578947,94.44779703,174.3680147,233.17462,254.3884086,7.201534719,1,1491.583333,7.815030706,1,1239.916667,68,17,21,30,68,17,21,30,62,17,7,15,5,9,6,3,24,66,15,10,15,6,10,6,4,25,-2,0.373819683,0.961597275,0.420731159,-0.260869385,0.073951219,-126.8090065,0.613495987,0,4
dig507,M,fifth,school2,school2_fifth,digital,participant,133.6333333,2,F,F,F,NA,NA,24,4,2,0,8,1,0,7.953148272,8.322788572,8.062946805,7.47370944,7.806215269,913.4166667,1048.583333,1249.939453,1070.646484,56,12,12,32,10961,12583,39888,63432,1,1,0.96969697,0.98245614,913.4166667,1048.583333,1208.727273,1112.842105,80.7684213,174.740045,218.3468102,222.1422316,8.032427579,8.470438086,7.989984571,7.63686008,7.859768883,855.4166667,1015.636364,1217.003906,1029.352312,55,12,11,32,10265,11342,39764,61371,1,0.916666667,0.96969697,0.964912281,855.4166667,945.1666667,1204.969697,1076.684211,70.40849424,136.3550401,266.5966622,262.9357715,7.707994276,0.958333333,1134.130435,3.958333333,0.791666667,1529.052632,68,17,21,30,70,17,21,32,61,14,9,15,5,10,6,2,25,67,15,10,15,6,11,6,4,26,4,0.079279307,0.147649514,-0.072962234,0.16315064,0.053553614,-41.29417219,-3.749660942,2,6
dig508,M,fifth,school2,school2_fifth,digital,participant,130.2333333,2,F,F,F,NA,NA,19,6,1,0,6,1,0,7.769625798,8.301451633,8.210341726,6.797084033,7.533888687,992.3333333,961.0833333,1431.909631,1128.442099,53,12,12,29,11908,11533,43729,67170,1,1,0.878787879,0.929824561,992.3333333,961.0833333,1325.121212,1178.421053,304.0900983,139.9093592,292.3329392,317.9099124,8.381386948,8.643447908,8.730605309,7.770107626,8.158114838,834.0833333,855.4166667,1119.099609,936.1998698,56,12,12,32,10009,10265,35709,55983,1,1,0.96969697,0.98245614,834.0833333,855.4166667,1082.090909,982.1578947,88.29955043,184.8942982,182.850069,203.4143194,7.551137013,0.958333333,1232.086957,6.970779092,1,1846.208333,70,17,21,32,68,17,19,32,66,17,8,15,6,12,6,2,27,68,17,9,15,6,12,5,4,27,0,0.61176115,0.341996275,0.520263583,0.973023593,0.624226151,-192.2422296,-0.580357921,-2,2
dig509,F,fifth,school2,school2_fifth,digital,participant,138.0666667,4,F,F,F,NA,NA,24,9,1,3,5,1,0,8.040858415,8.501255319,8.153612344,7.467707584,7.802305863,881.5,1009.75,1256.878788,1049.376263,57,12,12,33,10578,12117,41477,64172,1,1,1,1,881.5,1009.75,1256.878788,1125.824561,109.5731387,124.4026637,194.2340337,229.6876857,7.978581676,8.883450852,7.685920338,7.366373839,7.71505703,744.4166667,1048.68,1231.712247,1008.269638,51,12,10,29,8933,10324,35247,54504,1,0.833333333,0.878787879,0.894736842,744.4166667,860.3333333,1068.090909,956.2105263,40.11904633,127.7186776,147.2515627,186.7318299,7.59143451,0.958333333,1748.826087,8.175764224,0.916666667,1081.227273,71,17,21,33,68,16,21,31,65,16,7,15,5,12,6,4,27,70,17,10,15,4,12,6,6,27,-4,-0.062276739,0.382195533,-0.467692005,-0.101333745,-0.087248834,-41.10662463,0.584329715,-3,5
dig510,F,fifth,school2,school2_fifth,digital,participant,136.4666667,2,F,F,F,NA,NA,24,8,1,0,15,1,2,7.443527963,7.920298043,7.400915986,7.009369859,7.305815388,1048.416667,1235.603306,1388.545898,1224.188624,55,12,11,32,12581,13699,44176,70456,1,0.916666667,0.96969697,0.964912281,1048.416667,1141.583333,1338.666667,1236.070175,89.06530631,143.1988181,158.2481569,188.5679926,8.232986566,8.793276766,8.398779432,7.506903501,8.001307999,774.6666667,919.8333333,1203.693028,966.0643427,55,12,12,31,9296,11038,38604,58938,1,1,0.939393939,0.964912281,774.6666667,919.8333333,1169.818182,1034,70.20403165,147.0849064,264.3682865,270.6103551,6.740853482,0.958333333,1741.26087,7.031377505,0.875,1347.809524,69,17,21,31,69,17,21,31,64,14,9,15,6,12,4,4,27,69,17,9,15,6,12,6,4,27,7,0.789458604,0.872978722,0.997863447,0.497533641,0.695492611,-258.1242809,0.290524022,0,5
dig511,M,fifth,school2,school2_fifth,digital,rejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dig512,F,fifth,school2,school2_fifth,digital,participant,130.7,2,F,T,F,NA,NA,23,8,1,0,18,1,1,8.075193512,8.520895656,8.107911373,7.596773506,7.900502123,867.1666667,1066.416667,1178.393939,1037.325758,57,12,12,33,10406,12797,38887,62090,1,1,1,1,867.1666667,1066.416667,1178.393939,1089.298246,79.85763848,207.2606871,155.1114397,196.9830454,8.179673277,8.636591509,8.3243189,7.578109423,7.869911116,832.9166667,998,1158.448242,996.4549696,56,12,12,32,9995,11976,37947,59918,1,1,0.96969697,0.98245614,832.9166667,998,1149.909091,1051.192982,55.001584,273.0614316,265.0329418,268.211433,7.430790527,1,1322.75,8.09378196,1,995.9583333,71,17,21,33,65,17,18,30,65,16,9,15,6,12,4,3,27,67,16,9,15,5,12,5,5,27,10,0.104479765,0.115695853,0.216407527,-0.018664083,-0.030591007,-40.87078796,0.662991433,-6,2
dig513,F,fifth,school2,school2_fifth,digital,participant,128.9333333,3,F,F,T,sports,180,20,6,1,0,6,1,0,7.874770799,8.211811599,8.065735964,7.346764835,7.736253449,990.75,996.5833333,1337.273438,1108.202257,56,12,12,32,11889,11959,43496,67344,1,1,0.96969697,0.98245614,990.75,996.5833333,1318.060606,1181.473684,214.8666077,44.53488588,277.2898911,281.9732197,7.939424868,8.211811599,8.065735964,7.54072704,7.794698717,990.75,996.5833333,1260.818182,1082.717172,57,12,12,33,11889,11959,42607,66455,1,1,1,1,990.75,996.5833333,1260.818182,1148.333333,214.8666077,44.53488588,206.3289931,226.9292159,7.059831577,1,1477.791667,7.531204406,0.958333333,1287.695652,67,17,19,31,67,17,19,31,67,16,9,14,6,12,6,4,26,70,16,10,15,6,12,6,5,27,0,0.064654068,0,0,0.193962205,0.058445268,-25.48508523,0.471372829,0,3
dig514,F,fifth,school2,school2_fifth,digital,participant,138.5,3,F,F,F,NA,NA,18,4,1,0,4,1,0,4.295807354,7.54651297,2.916666667,2.424242424,3.070175439,1240.333333,2156.816327,2508.386719,1968.512126,35,12,7,16,14884,17484,46475,78843,1,0.583333333,0.484848485,0.614035088,1240.333333,1457,1408.333333,1383.210526,203.9466656,582.4395404,356.1080126,391.3866711,6.698407845,8.879712669,8.488238138,2.727272727,3.684210526,759.75,857.3333333,2436.931373,1351.338235,42,12,12,18,9117,10288,44215,63620,1,1,0.545454545,0.736842105,759.75,857.3333333,1339.848485,1116.140351,64.45170849,86.33479582,497.5318533,463.456287,6.320514188,1,2381,7.464331233,1,1365.583333,66,17,21,28,68,17,21,30,62,14,9,15,4,12,5,3,27,70,17,10,15,5,12,6,5,27,0,2.402600491,1.333199699,5.571571471,0.303030303,0.614035088,-617.1738909,1.143817045,2,8
dig515,M,fifth,school2,school2_fifth,digital,rejected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
