"id","sex","grade","school","class_id","condition","status","respuesta_pregunta_1","tiempo_pregunta_1","respuesta_pregunta_2","tiempo_pregunta_2","respuesta_pregunta_3","tiempo_pregunta_3","respuesta_pregunta_4","tiempo_pregunta_4","respuesta_pregunta_5","tiempo_pregunta_5","respuesta_pregunta_6","tiempo_pregunta_6","respuesta_pregunta_7","tiempo_pregunta_7","respuesta_pregunta_8","tiempo_pregunta_8","respuesta_pregunta_9","tiempo_pregunta_9","respuesta_pregunta_10","tiempo_pregunta_10","respuesta_pregunta_11","tiempo_pregunta_11","respuesta_pregunta_12","tiempo_pregunta_12","respuesta_pregunta_13","tiempo_pregunta_13","respuesta_pregunta_14","tiempo_pregunta_14","respuesta_pregunta_15","tiempo_pregunta_15","respuesta_pregunta_16","tiempo_pregunta_16","respuesta_pregunta_17","tiempo_pregunta_17","respuesta_pregunta_18","tiempo_pregunta_18","respuesta_pregunta_19","tiempo_pregunta_19","respuesta_pregunta_20","tiempo_pregunta_20","respuesta_pregunta_21","tiempo_pregunta_21","respuesta_pregunta_22","tiempo_pregunta_22","respuesta_pregunta_23","tiempo_pregunta_23","respuesta_pregunta_24","tiempo_pregunta_24","dccs_tv_score","dccs_mean_acc","dccs_mean_rt"
"dig507","M","fifth","school2","school2_fifth","digital","participant",1,1555,1,2129,1,1380,1,958,1,789,1,1603,1,989,1,1658,1,1174,0,679,1,2188,1,1159,1,1254,1,1022,0,1805,1,3569,1,1718,0,1506,0,1153,0,1129,1,1432,1,1753,1,1182,1,1540,3.95833333333333,0.791666666666667,1529.05263157895
"dig508","M","fifth","school2","school2_fifth","digital","participant",1,3439,1,3135,1,2093,1,1393,1,1453,1,1831,1,997,1,1063,1,1001,1,959,1,977,1,1508,1,2026,1,1157,1,2224,1,1154,1,5837,1,2635,1,2642,1,1833,1,1180,1,1084,1,877,1,1811,6.97077909238807,1,1846.20833333333
"dig509","F","fifth","school2","school2_fifth","digital","participant",1,2210,1,1000,1,2961,1,1120,1,1696,1,768,1,669,1,1040,1,839,1,793,1,850,1,738,1,1948,1,817,1,633,0,918,0,1363,1,1322,1,952,1,813,1,616,1,702,1,644,1,656,8.17576422423751,0.916666666666667,1081.22727272727
"dig510","F","fifth","school2","school2_fifth","digital","participant",1,1471,1,1927,1,1485,1,1158,1,954,1,1028,1,1116,1,1414,1,874,1,1422,1,1066,1,1330,1,1388,1,993,1,1111,1,745,0,1357,1,1129,1,2391,1,1854,0,2046,0,1672,1,1118,1,2330,7.03137750453029,0.875,1347.80952380952
"dig511","M","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig512","F","fifth","school2","school2_fifth","digital","participant",1,1222,1,1214,1,833,1,1353,1,750,1,779,1,916,1,864,1,985,1,894,1,995,1,806,1,1199,1,1027,1,1238,1,1130,1,900,1,1083,1,683,1,843,1,1045,1,879,1,1242,1,1023,8.09378196002853,1,995.958333333333
"dig513","F","fifth","school2","school2_fifth","digital","participant",1,3658,1,914,1,1242,1,1024,1,932,1,777,1,1015,1,877,1,752,1,852,1,1124,1,898,1,1414,1,898,1,1266,1,1371,1,1536,1,1290,1,1108,0,802,1,2425,1,1125,1,1718,1,1401,7.53120440612554,0.958333333333333,1287.69565217391
"dig514","F","fifth","school2","school2_fifth","digital","participant",1,2760,1,1585,1,973,1,1031,1,1312,1,956,1,1070,1,1169,1,1471,1,1303,1,1194,1,2155,1,1947,1,998,1,958,1,1205,1,1282,1,876,1,869,1,1605,1,1276,1,1156,1,1532,1,2091,7.46433123330683,1,1365.58333333333
"dig515","M","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig516","M","fifth","school2","school2_fifth","digital","participant",0,3923,1,3440,0,2621,1,2994,1,2875,1,1435,1,1811,1,1359,1,1399,1,1395,1,1203,1,1311,1,1828,1,1076,1,1677,1,1369,1,1506,1,1779,1,1068,1,1106,1,1344,1,1292,1,1282,1,1385,6.73012969394348,0.916666666666667,1633.36363636364
"dig517","M","fifth","school2","school2_fifth","digital","participant",1,1606,1,1775,1,1105,1,959,1,574,1,658,1,713,1,856,1,726,1,825,1,921,1,947,1,1673,1,956,1,873,0,1096,1,1216,1,1179,1,834,1,853,1,802,1,678,1,723,1,747,8.29129151321152,0.958333333333333,965.173913043478
"dig518","M","fifth","school2","school2_fifth","digital","participant",1,2345,1,2031,1,803,1,1462,1,1118,1,2374,1,1366,1,1209,0,1118,1,1784,1,1144,1,856,1,1316,1,1064,1,2053,1,1052,1,1517,1,1224,1,1215,1,1409,1,1313,1,2226,1,1925,1,1229,7.0911255781912,0.958333333333333,1479.78260869565
"dig519","M","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig520","M","fifth","school2","school2_fifth","digital","participant",1,1601,1,1123,1,1178,1,1277,1,1021,1,1308,1,1198,1,1036,1,845,1,511,1,584,0,512,1,1197,1,631,1,1067,1,751,1,921,1,939,1,789,1,871,1,707,1,1606,1,1189,1,1020,7.79940785067152,0.958333333333333,1016.08695652174
"dig521","M","fifth","school2","school2_fifth","digital","participant",1,2511,1,2469,1,1168,1,1212,1,2430,1,1258,1,1164,1,1325,1,1342,1,852,1,617,1,892,0,1705,0,288,1,1752,1,1509,1,1175,1,871,1,1235,1,1553,1,1205,1,1013,1,1271,1,891,7.08617118677002,0.916666666666667,1350.68181818182
"dig522","M","fifth","school2","school2_fifth","digital","participant",1,2591,1,1138,1,1112,1,1228,1,1134,1,1124,1,902,1,1047,1,1269,1,1602,1,1050,1,1815,1,1935,1,1810,1,1028,1,996,1,795,1,783,1,783,1,779,1,990,1,948,1,745,1,1752,7.84838943937826,1,1223.16666666667
"dig523","M","fifth","school2","school2_fifth","digital","participant",1,4065,1,2652,1,1641,1,5171,1,2179,1,1518,1,1078,1,2275,1,1085,1,1315,1,1079,1,3066,1,3281,1,1106,1,1225,1,1269,1,1039,1,835,1,991,1,1105,1,900,1,952,1,988,1,816,7.63836225065904,1,1734.625
"dig524","F","fifth","school2","school2_fifth","digital","participant",1,1823,1,1547,1,1388,1,1174,1,1213,1,874,1,854,1,1243,1,968,1,1149,1,1079,1,1170,1,1918,1,1072,1,1331,1,1634,1,1410,1,2562,1,1643,1,900,1,849,1,1117,1,874,1,889,7.62284255687017,1,1278.375
"dig525","F","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig526","M","fifth","school2","school2_fifth","digital","participant",1,2182,1,3680,1,2114,1,919,1,1032,1,1088,1,1337,1,1201,1,1353,1,1287,1,1273,1,2208,1,2495,0,1152,1,2785,1,2077,1,1233,1,1275,1,1157,1,1452,1,1533,1,1497,1,1477,1,1252,7.01375047075708,0.958333333333333,1648.13043478261
"dig527","M","fifth","school2","school2_fifth","digital","participant",1,1175,1,1173,1,735,1,591,1,757,1,721,1,825,1,736,0,1059,1,718,1,785,1,724,1,1786,1,1827,1,1826,0,173,1,998,1,985,1,1194,1,2328,1,1338,1,1074,0,1041,1,1437,7.44632265865173,0.875,1130.14285714286
"dig528","F","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig529","M","fifth","school2","school2_fifth","digital","participant",1,2925,1,2090,1,1123,1,1113,1,666,1,778,1,710,1,747,1,616,1,706,1,666,1,1702,1,1275,1,1160,1,1028,1,1044,1,1371,1,836,1,1121,1,998,1,1246,1,951,1,1059,1,843,7.9670420697955,1,1115.58333333333
"dig530","F","fifth","school2","school2_fifth","digital","participant",1,2911,1,1285,1,1224,1,1313,1,2153,1,1408,1,1265,1,1156,1,1064,1,1272,1,1362,1,1080,1,2123,1,1288,1,1411,1,1365,1,1319,1,1303,1,1703,1,1436,1,1442,1,1875,1,1334,1,1177,7.27728221362223,1,1469.54166666667
"dig531","F","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig532","M","fifth","school2","school2_fifth","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dig533","M","fifth","school2","school2_fifth","digital","participant",1,1372,1,784,1,766,1,791,1,773,1,755,1,964,1,857,1,874,1,752,1,1041,1,723,1,1763,1,1729,1,664,1,1041,1,1286,1,851,1,861,1,940,1,798,1,770,1,831,1,1728,8.50615245918859,1,988.083333333333
"dig534","F","fifth","school2","school2_fifth","digital","drop-out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"digk01","M","kinder","school2","school2_kinder","digital","participant",1,3933,1,10650,1,2946,1,6440,1,1412,1,1001,1,1114,1,1126,1,1381,1,2627,1,3150,1,1427,1,5200,1,1819,1,1770,1,1842,1,4208,1,6209,1,6879,0,4394,1,3401,1,2174,1,4857,1,5635,4.99768193241119,0.958333333333333,3206.86363636364
"digk02","F","kinder","school2","school2_kinder","digital","participant",1,3905,1,1758,1,985,1,1303,1,1330,1,1380,1,1164,1,1287,1,957,1,1480,1,2087,1,1286,1,3358,1,2527,1,1478,0,1139,1,1877,1,2412,1,1375,1,3421,1,1851,1,1486,1,1402,1,2716,6.76338835427828,0.958333333333333,1861.95652173913
"digk03","F","kinder","school2","school2_kinder","digital","atypical",1,7182,1,3983,1,5664,1,4781,0,3098,0,3956,0,2741,0,994,0,1971,1,7013,0,10018,0,7124,1,7270,1,2979,1,1501,1,2610,1,3165,1,4952,1,3074,1,2187,1,1821,1,4439,1,3485,1,2361,3.54166666666667,0.708333333333333,4027.47058823529
"digk04","M","kinder","school2","school2_kinder","digital","participant",1,2528,1,1999,1,15822,1,1995,1,2129,1,1544,1,1308,1,1551,1,1911,1,1803,1,1577,1,1941,1,2927,1,5960,1,2199,1,1893,1,2286,1,2187,1,1907,1,2233,1,1799,1,2233,1,2254,1,1979,6.13845704552645,1,2180.13043478261
"digk05","F","kinder","school2","school2_kinder","digital","participant",1,6189,0,5815,1,3046,1,8233,1,1332,1,2226,1,1565,1,3237,1,4382,1,3229,1,1183,1,3358,1,1960,1,1670,1,1644,1,1654,1,1311,1,1722,1,1513,1,1359,1,6093,1,1391,1,1365,1,1737,6.34077493760478,0.958333333333333,2669.52173913043
"digk06","F","kinder","school2","school2_kinder","digital","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"digk07","M","kinder","school2","school2_kinder","digital","participant",1,10826,1,2709,1,1790,1,1719,1,1947,1,1754,1,1522,1,1380,1,1603,1,1542,0,1602,1,1907,1,2523,1,1964,1,1345,1,1504,1,1485,1,1424,1,1937,1,1316,1,1931,1,1977,1,1657,1,2672,6.31737562720497,0.958333333333333,1800.36363636364
"digk08","F","kinder","school2","school2_kinder","digital","participant",1,1955,1,1913,1,4732,1,1767,1,1168,1,1136,1,2177,1,1675,1,1451,1,1063,1,3765,1,2417,1,5097,1,3601,1,3257,0,1102,1,1993,1,1670,1,2111,1,1779,0,1150,1,2965,1,2688,1,1009,5.75132031720329,0.916666666666667,2335.86363636364
"digk09","F","kinder","school2","school2_kinder","digital","participant",1,3725,1,1977,1,2006,1,1521,1,1352,1,1490,1,1324,1,1126,1,1478,1,1582,1,2539,1,1558,1,1678,1,1560,1,1392,1,1347,1,1393,1,1324,1,2802,1,2250,1,1722,1,3631,1,1348,1,1706,6.82660594190826,1,1826.29166666667
"digk10","F","kinder","school2","school2_kinder","digital","participant",1,6231,1,4101,1,1856,1,2325,1,1611,1,1701,1,1999,1,2227,1,1756,1,1726,1,2127,1,1366,1,1725,1,1408,1,1482,1,1538,1,1263,1,1414,1,1546,1,1508,1,1676,1,1673,1,1805,1,2167,6.56373129024832,1,2009.625
"digk11","M","kinder","school2","school2_kinder","digital","participant",1,9373,1,7178,1,2766,1,1382,1,2521,1,2383,1,2136,1,1035,1,1096,1,4291,1,1407,1,1729,1,1900,1,1812,1,1024,1,1083,1,1094,1,782,1,599,1,908,1,1083,0,101,1,1514,1,2137,6.70000633333933,0.958333333333333,2227.52173913043
"digk12","F","kinder","school2","school2_kinder","digital","participant",1,2329,1,1363,1,1282,1,1096,1,1347,1,1140,1,1401,1,1393,1,1141,1,1133,1,1464,1,1251,1,2155,1,1239,1,2733,1,1727,1,1782,1,4225,1,1442,1,1124,1,1592,1,2248,1,1172,1,1381,7.15282564592163,1,1631.66666666667
"digk13","M","kinder","school2","school2_kinder","digital","participant",1,2295,1,1997,1,1336,1,997,1,822,1,936,1,1217,1,1046,1,1630,1,878,1,1037,1,1269,1,3190,1,3033,1,5474,1,4579,1,1397,1,2113,1,1769,1,1323,1,980,1,1356,0,2624,0,1442,6.81989206571406,0.916666666666667,1848.81818181818
"digk14","M","kinder","school2","school2_kinder","digital","participant",1,2369,1,3923,1,3527,1,2213,1,4978,1,3014,1,2174,1,3222,1,1477,1,2326,1,1435,1,1565,1,948,1,603,1,587,1,457,1,654,1,597,1,638,1,528,1,513,1,587,1,471,1,655,7.57679472878488,1,1644.20833333333
"digk15","F","kinder","school2","school2_kinder","digital","participant",1,2137,1,732,1,912,1,1269,1,796,1,617,1,642,1,404,1,1456,1,882,1,1026,1,938,1,1453,1,815,0,1343,0,1134,1,1414,1,910,1,919,1,760,1,1508,0,526,1,919,1,573,7.69778857186372,0.875,1003.90476190476
"digk16","M","kinder","school2","school2_kinder","digital","participant",1,3609,1,1676,1,3822,1,3330,1,6248,1,4511,1,3427,1,2166,1,3560,1,2420,1,2507,1,1879,1,6200,1,2616,1,8779,1,4048,1,2588,1,6920,1,5901,1,5374,1,11377,1,10786,1,3702,1,5533,5,1,4128
"digk17","F","kinder","school2","school2_kinder","digital","participant",1,1823,1,1010,1,2272,1,1107,1,1441,1,1904,1,2649,1,4810,1,1112,1,1519,1,4432,0,837,1,2200,1,1081,1,966,1,1023,1,941,1,3107,1,2933,1,3648,1,1647,0,975,1,983,1,1079,6.3673074625301,0.916666666666667,1985.77272727273
"digk18","M","kinder","school2","school2_kinder","digital","participant",1,1875,0,2210,1,2052,1,2597,1,1766,1,1341,1,3429,0,3487,1,4839,1,1600,1,1018,1,730,1,1905,1,4604,1,3109,0,1798,0,190,1,1212,1,2374,1,1646,1,4493,1,2608,1,1425,1,1232,5.45600116588831,0.833333333333333,2292.75
"digk19","M","kinder","school2","school2_kinder","digital","participant",1,5121,1,2101,1,1647,1,1679,1,1590,1,3395,1,7484,1,4608,1,1023,1,1183,1,1136,1,1430,1,6617,1,2133,1,2580,1,2351,1,2049,1,2756,1,2980,1,4158,1,938,1,859,1,934,1,1904,6.02874057962778,1,2610.66666666667
"digk20","F","kinder","school2","school2_kinder","digital","participant",1,2947,1,1985,1,1358,1,1271,1,1183,1,1085,1,1440,1,1340,1,1213,1,1719,1,926,1,1455,1,2830,1,1480,1,904,1,1114,1,1044,1,970,1,1501,1,890,1,999,1,1196,1,1118,1,1087,7.54651297026066,1,1377.29166666667
"digk21","M","kinder","school2","school2_kinder","digital","atypical",1,8576,1,2943,1,3056,1,4769,0,3421,0,244,0,208,1,2100,0,3095,0,279,1,142,1,5944,0,3951,1,1727,1,3559,0,415,1,6191,0,2006,0,3814,1,5762,0,1,0,6013,1,2195,1,1074,2.70833333333333,0.541666666666667,3695.23076923077
"digk22","F","kinder","school2","school2_kinder","digital","participant",1,2547,1,1330,1,1498,1,1468,1,1164,1,1224,1,1209,1,1218,1,1248,1,1513,1,1518,1,1825,1,1968,1,1239,1,773,1,1445,1,1563,1,2073,1,1429,1,1454,1,1442,1,1922,1,1884,1,1704,7.00777829908589,1,1527.41666666667
"digk23","M","kinder","school2","school2_kinder","digital","participant",1,4520,0,2121,1,1449,1,2216,1,1842,1,1816,1,1756,1,1410,1,1397,1,1686,1,1501,1,1727,1,5115,1,1961,1,2482,1,2430,1,3830,1,1709,1,1595,1,2657,0,1545,1,2582,1,10792,1,1539,5.98412405639081,0.916666666666667,2248.57142857143
"mix501","M","fifth","school3","school3_fifth","mixed","participant",1,1549,1,741,1,1004,1,1062,1,893,1,618,1,506,1,522,1,861,1,1030,1,768,1,559,1,106,1,680,1,739,1,790,1,681,1,700,1,1050,1,732,1,665,1,796,1,789,1,1003,8.85183478348526,1,785.166666666667
"mix502","F","fifth","school3","school3_fifth","mixed","participant",1,1336,1,971,1,1137,1,1288,1,1180,1,642,1,875,1,823,1,824,1,954,1,1421,1,1104,1,1659,1,1276,1,1848,0,930,1,1388,1,1691,1,1634,1,2181,1,817,1,1237,1,1660,1,1472,7.17726059941095,0.958333333333333,1279.04347826087
"mix503","F","fifth","school3","school3_fifth","mixed","participant",1,2255,1,1262,1,841,1,833,1,1021,1,1220,1,2057,1,1523,1,1242,1,910,1,907,1,937,1,3094,1,2442,1,2348,1,2100,1,2129,1,2080,1,1119,1,3830,1,1318,1,970,1,3044,1,2260,7.08622691604385,1,1739.25
"mix504","F","fifth","school3","school3_fifth","mixed","participant",1,1091,1,791,1,931,1,745,1,1145,1,823,1,776,1,814,1,663,1,588,1,688,1,1400,1,1304,1,726,1,1031,1,1297,1,1621,0,1442,1,1380,1,981,1,951,1,1397,1,1376,1,1092,7.91093330731253,0.958333333333333,1026.5652173913
"mix505","F","fifth","school3","school3_fifth","mixed","participant",1,821,1,1046,1,751,1,847,1,941,1,338,1,641,1,803,1,778,1,695,1,985,1,649,1,652,1,727,1,875,1,1053,1,825,1,1043,1,459,1,672,1,1076,1,949,1,739,1,769,8.72176604590604,1,797.25
"mix506","M","fifth","school3","school3_fifth","mixed","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mix507","M","fifth","school3","school3_fifth","mixed","participant",1,1976,1,1245,1,1457,1,1900,1,1035,1,1718,1,1601,1,1627,1,1516,1,1156,1,1510,1,1030,1,1633,1,1083,1,1050,1,1195,1,990,1,970,1,1206,1,993,1,1561,1,1276,0,1185,1,1809,7.17726059941095,0.958333333333333,1371.17391304348
"mix508","F","fifth","school3","school3_fifth","mixed","participant",1,1331,1,637,1,1194,1,910,1,1779,1,792,1,1068,1,635,1,746,1,842,1,806,1,983,1,1628,1,775,1,580,1,567,1,585,1,608,1,550,1,455,1,1286,1,1273,1,956,1,1173,8.60594449180585,1,923.291666666667
"mix509","F","fifth","school3","school3_fifth","mixed","participant",1,1091,1,591,1,784,1,771,1,730,1,1263,1,686,1,1108,1,976,1,896,1,744,1,515,1,714,1,972,1,887,1,767,1,864,1,1001,1,1065,1,1091,1,1106,1,946,1,676,1,1041,8.38623054932102,1,886.875
"mix510","M","fifth","school3","school3_fifth","mixed","participant",1,1623,1,878,1,979,1,1407,1,864,1,776,1,1197,0,862,0,1153,1,1112,1,948,1,1265,1,926,1,1049,1,689,1,634,1,562,1,952,1,1019,1,748,1,583,1,609,1,758,1,818,7.93688906507833,0.916666666666667,927.090909090909
"mix511","M","fifth","school3","school3_fifth","mixed","participant",1,2392,1,1372,1,1153,1,1052,1,1079,1,1019,1,1204,1,1095,1,873,1,1021,1,1438,1,1121,1,1230,1,1127,1,966,1,882,1,888,1,847,1,862,1,847,1,936,1,855,1,795,1,860,8.01047568018913,1,1079.75
"mix512","M","fifth","school3","school3_fifth","mixed","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mix513","M","fifth","school3","school3_fifth","mixed","participant",1,1196,1,874,1,693,1,733,1,656,1,640,1,740,1,611,1,536,1,607,1,569,1,826,1,1097,1,466,1,536,1,587,1,565,1,527,1,621,1,981,1,618,1,545,1,636,1,607,9.40197161971932,1,686.125
"mix514","M","fifth","school3","school3_fifth","mixed","participant",1,4159,1,911,1,929,1,941,1,1043,1,2214,1,1111,1,1100,1,920,1,1038,1,1115,1,1155,1,1952,1,858,1,819,1,842,1,1061,1,1129,1,1911,1,1303,1,1525,1,1371,1,1383,0,1476,7.56366758272317,0.958333333333333,1338.69565217391
"mix515","F","fifth","school3","school3_fifth","mixed","participant",1,1010,1,1006,1,1380,1,1326,1,1274,1,1023,1,1386,1,1245,1,628,1,886,1,1064,1,1016,1,1271,1,1091,1,1049,1,409,1,820,1,738,1,692,1,808,1,672,1,407,1,712,1,1227,8.02969255094635,1,964.166666666667
"mix516","F","fifth","school3","school3_fifth","mixed","participant",1,942,1,930,1,838,1,550,1,696,1,954,1,886,1,723,1,638,1,593,1,712,1,766,1,772,1,616,1,707,1,553,1,888,1,903,1,869,1,739,1,713,1,828,1,829,1,724,8.85924169727715,1,765.375
"mix517","M","fifth","school3","school3_fifth","mixed","participant",1,5566,1,5112,1,1476,1,1180,1,1497,1,1229,1,1408,1,1295,1,1383,1,1598,1,2228,1,1863,1,3188,1,1310,1,1420,1,1469,1,1107,1,1102,0,1614,1,1503,1,1283,1,1238,1,1211,1,1112,6.90255834583317,0.958333333333333,1816.4347826087
"mix518","M","fifth","school3","school3_fifth","mixed","participant",1,919,1,659,1,678,1,847,1,973,1,820,1,836,1,828,1,729,1,794,1,1144,1,815,1,914,1,627,1,558,1,677,1,759,1,851,1,1467,1,891,1,1136,1,646,1,867,1,741,8.60594449180585,1,840.666666666667
"mix519","M","fifth","school3","school3_fifth","mixed","rejected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mix520","F","fifth","school3","school3_fifth","mixed","participant",1,4733,1,3217,1,4055,1,1994,1,1653,1,1173,1,1199,1,1237,1,1726,1,3391,1,1185,1,1100,1,1307,1,1421,1,1459,1,1465,1,1624,1,974,1,790,1,2765,1,1720,1,1547,1,1433,1,1532,6.93705598551291,1,1862.5
"mix521","F","fifth","school3","school3_fifth","mixed","participant",1,1442,1,845,1,913,1,718,1,713,1,618,1,802,1,614,1,1380,1,872,1,941,1,1720,1,1439,1,579,1,840,1,1069,1,668,0,763,0,1345,0,1177,1,2005,1,674,1,697,0,1145,7.71065213802818,0.833333333333333,977.45
"mix522","F","fifth","school3","school3_fifth","mixed","participant",1,2249,1,2621,1,1352,1,998,1,1136,1,1129,1,1035,1,1164,1,1202,1,998,1,984,1,2183,1,2303,1,1719,1,1186,1,1659,1,1754,1,1753,1,1354,1,1140,1,1402,1,1141,1,1607,1,2204,7.22208380409041,1,1511.375
"mixk01","F","kinder","school3","school3_kinder","mixed","participant",1,2735,1,3351,1,2212,1,1655,1,2211,1,2603,1,2334,1,1397,1,2740,1,3943,1,1380,1,1291,0,3442,1,3448,1,3600,1,1033,1,3090,0,1030,1,1880,1,2402,1,1557,1,1480,1,1415,1,216,5.43428815059249,0.916666666666667,2180.59090909091
"mixk02","F","kinder","school3","school3_kinder","mixed","participant",1,954,1,1043,1,1247,1,962,1,1186,1,1097,1,1148,1,1036,1,1040,1,1061,1,1279,1,982,1,2571,1,911,1,1781,1,1489,1,1011,1,878,1,1215,1,964,1,1123,1,1120,1,1108,1,1211,7.79343287288589,1,1184.04166666667
"mixk03","F","kinder","school3","school3_kinder","mixed","participant",1,5217,1,2153,1,1398,1,1062,1,1949,1,1903,1,2045,1,1695,1,1149,1,3288,1,3405,1,3028,1,1717,0,2871,1,1828,1,2456,1,1319,1,1473,1,2075,1,2190,1,5549,1,2273,1,1687,1,1617,5.99522070265706,0.958333333333333,2281.5652173913
"mixk04","M","kinder","school3","school3_kinder","mixed","participant",1,3286,1,1485,0,1125,1,1147,1,5769,1,6638,0,1559,1,488,0,2653,1,9400,1,7085,1,1849,1,1860,1,1781,1,446,1,902,1,679,0,2624,1,4868,0,2742,1,1634,1,1911,1,3946,1,6126,3.95833333333333,0.791666666666667,3226.31578947368
"mixk05","M","kinder","school3","school3_kinder","mixed","participant",1,2313,1,4137,1,4782,1,1399,1,1409,1,1156,1,5161,1,1651,1,4529,1,5318,1,1790,1,7531,1,4898,1,3822,1,746,0,6810,0,2423,1,1831,1,1929,1,8879,1,5089,1,2847,0,2496,1,737,4.52107563479143,0.875,3426.38095238095
"mixk06","F","kinder","school3","school3_kinder","mixed","participant",1,3278,1,1730,1,2047,1,1545,1,2314,1,2067,1,1830,1,1511,1,1752,1,1203,1,1696,1,2779,1,3530,1,2447,1,3739,0,1791,1,2567,1,1489,1,1801,0,1086,1,1762,1,1497,1,1278,1,1634,6.03764846757645,0.916666666666667,2068
"mixk07","M","kinder","school3","school3_kinder","mixed","participant",0,1682,1,3426,1,4343,1,2984,1,1765,1,2064,1,2674,1,5732,1,1270,1,1396,0,3425,1,1634,1,1489,0,1345,1,1393,1,5229,1,1685,1,1680,1,3764,1,1353,1,1858,1,1153,1,3705,1,2914,5.71198651103789,0.875,2548.14285714286
"mixk08","M","kinder","school3","school3_kinder","mixed","participant",1,3596,1,2940,1,3272,1,3451,1,2619,1,2394,1,2073,1,3073,1,3461,1,2475,1,1215,1,1835,1,2799,1,1801,1,1002,1,1704,1,1767,1,903,1,1827,1,1981,1,1810,0,1041,1,2910,1,1693,5.82309823313052,0.958333333333333,2287
